gene_name,gene_id,identifier,protein,uniprot_id
Xist,NONMMUG045569,NONMMUG045569,Rbm3,O89086
Xist,NONMMUG045569,NONMMUG045569,Rbm4,Q9BWF3
Xist,NONMMUG045569,NONMMUG045569,Rbmxl1,Q91VM5
Xist,NONMMUG045569,NONMMUG045569,RING1B,Q9CQJ4
Xist,NONMMUG045569,NONMMUG045569,Rnf20,Q5DTM8
Xist,NONMMUG045569,NONMMUG045569,Rnmt,Q05D80
Xist,NONMMUG045569,NONMMUG045569,Rybp,Q8N488
Xist,NONMMUG045569,NONMMUG045569,Safb,D3YXK2
Xist,NONMMUG045569,NONMMUG045569,Safb2,Q14151
Xist,NONMMUG045569,NONMMUG045569,Sap18,O00422
Xist,NONMMUG045569,NONMMUG045569,Sarnp,P82979
Xist,NONMMUG045569,NONMMUG045569,Sfpq,P23246
Xist,NONMMUG045569,NONMMUG045569,Sltm,Q8CH25
Xist,NONMMUG045569,NONMMUG045569,Spen,Q62504
Xist,NONMMUG045569,NONMMUG045569,Srrt,Q9BXP5
Xist,NONMMUG045569,NONMMUG045569,Srsf10,Q9R0U0
Xist,NONMMUG045569,NONMMUG045569,Srsf2,Q01130
Xist,NONMMUG045569,NONMMUG045569,Srsf3,P84103
Xist,NONMMUG045569,NONMMUG045569,Srsf5,O35326
Xist,NONMMUG045569,NONMMUG045569,Srsf7,Q16629
Xist,NONMMUG045569,NONMMUG045569,Srsf9,Q13242
Xist,NONMMUG045569,NONMMUG045569,Ssb,E7ERC4
Xist,NONMMUG045569,NONMMUG045569,Syncrip,O60506
Xist,NONMMUG045569,NONMMUG045569,Tardbp,A0A087WZM1
Xist,NONMMUG045569,NONMMUG045569,Thoc4,O08583
Xist,NONMMUG045569,NONMMUG045569,Tra2b,P62995
Xist,NONMMUG045569,NONMMUG045569,Trim6,Q8BGE7
Xist,NONMMUG045569,NONMMUG045569,Trim71,Q1PSW8
Xist,NONMMUG045569,NONMMUG045569,Wtap,Q9ER69
Xist,NONMMUG045569,NONMMUG045569,Xrn2,Q9DBR1
Xist,NONMMUG045569,NONMMUG045569,Ythdc1,E9Q5K9
Xist,NONMMUG045569,NONMMUG045569,Zfr,Q96KR1
XR_005433,-,XR_005433,Sin3A,Q96ST3
XR_005513,-,XR_005513,Sin3A,Q96ST3
XR_005513,-,XR_005513,coREST,Q8VIG1
XR_005561,-,XR_005561,coREST,Q8VIG1
XR_005617,-,XR_005617,Sin3A,Q96ST3
XR_005636,-,XR_005636,Sin3A,Q96ST3
XR_005733,-,XR_005733,Sin3A,Q96ST3
XR_005800,-,XR_005800,Sin3A,Q96ST3
XR_005868,-,XR_005868,Sin3A,Q96ST3
XR_006148,-,XR_006148,Sin3A,Q96ST3
XR_006309,-,XR_006309,Sin3A,Q96ST3
XR_006612,-,XR_006612,Sin3A,Q96ST3
XR_006768,-,XR_006768,Sin3A,Q96ST3
XR_006778,-,XR_006778,Sin3A,Q96ST3
XR_007040,-,XR_007040,Sin3A,Q96ST3
XR_007101,-,XR_007101,Sin3A,Q96ST3
XR_007247,-,XR_007247,Sin3A,Q96ST3
XR_007265,-,XR_007265,Sin3A,Q96ST3
XR_007305,-,XR_007305,Sin3A,Q96ST3
XR_007321,-,XR_007321,Sin3A,Q96ST3
XR_007355,-,XR_007355,coREST,Q8VIG1
XR_007384,-,XR_007384,Sin3A,Q96ST3
XR_007404,-,XR_007404,Sin3A,Q96ST3
XR_007454,-,XR_007454,Sin3A,Q96ST3
XR_007454,-,XR_007454,coREST,Q8VIG1
XR_007499,-,XR_007499,Sin3A,Q96ST3
XR_007929,-,XR_007929,Sin3A,Q96ST3
XR_007959,-,XR_007959,Sin3A,Q96ST3
XR_008036,-,XR_008036,Sin3A,Q96ST3
XR_008147,-,XR_008147,coREST,Q8VIG1
XR_008295,-,XR_008295,Sin3A,Q96ST3
XR_008508,-,XR_008508,coREST,Q8VIG1
XR_008555,-,XR_008555,Sin3A,Q96ST3
XR_008741,-,XR_008741,Sin3A,Q96ST3
XR_008769,-,XR_008769,Sin3A,Q96ST3
XR_008791,-,XR_008791,coREST,Q8VIG1
XR_008876,-,XR_008876,Sin3A,Q96ST3
XR_008939,-,XR_008939,Sin3A,Q96ST3
XR_008939,-,XR_008939,coREST,Q8VIG1
XR_009083,-,XR_009083,Sin3A,Q96ST3
XR_009151,-,XR_009151,Sin3A,Q96ST3
XR_009193,-,XR_009193,coREST,Q8VIG1
XR_009451,-,XR_009451,Sin3A,Q96ST3
XR_009582,-,XR_009582,Sin3A,Q96ST3
U1,NONMMUNOBEDT000188,NONMMUNOBEDT000188,Sfrs1,J3KTL2
U2,NONMMUNOBEDT000186,NONMMUNOBEDT000186,Ssa2,O08848
U2,NONMMUNOBEDT000186,NONMMUNOBEDT000186,SF3a,Q8K4Z5
U3,NONMMUT012388,NONMMUT012388,Rnu3ip2,Q91WM3
Nron,NONMMUG022640,NONMMUG022640,IQGAP,Q9JKF1
BC1,NONMMUT062758,NONMMUT062758,NF-L,NM_010910
0610005C13Rik,NONMMUG037997,NONMMUG037997,Upf1,Q92900
0610007P14Rik,NONMMUG009565,NONMMUG009565,Upf1,Q92900
0610012D04Rik,NONMMUG019126,NONMMUG019126,Upf1,Q92900
0610038F07Rik,-,0610038F07Rik,Mbnl1,Q9NR56
0610040F04Rik,NONMMUG036234,NONMMUG036234,Upf1,Q92900
0610043K17Rik,NONMMUG029984,NONMMUG029984,Upf1,Q92900
0610043K17Rik,NONMMUG029984,NONMMUG029984,Rbfox3,Q8BIF2
0910001A06Rik,-,0910001A06Rik,Mbnl1,Q9NR56
1110001J03Rik,NONMMUG035068,NONMMUG035068,Upf1,Q92900
1110008F13Rik,NONMMUG025281,NONMMUG025281,Upf1,Q92900
1110008J03Rik,NONMMUG033647,NONMMUG033647,Upf1,Q92900
1110008P14Rik,NONMMUG022589,NONMMUG022589,Upf1,Q92900
1110017D15Rik,NONMMUG028966,NONMMUG028966,Mbnl3,Q8R003
1110018G07Rik,NONMMUG009542,NONMMUG009542,JARID2,Q92833
1110018N20Rik,NONMMUG025552,NONMMUG025552,Upf1,Q92900
1110020P15Rik,-,1110020P15Rik,Mbnl1,Q9NR56
1110032A03Rik,NONMMUG042761,NONMMUG042761,Upf1,Q92900
1110032A03Rik,NONMMUG042761,NONMMUG042761,Mbnl1,Q9NR56
1110038B12Rik,NONMMUG018153,NONMMUG018153,Upf1,Q92900
1110038B12Rik,NONMMUG018153,NONMMUG018153,JARID2,Q92833
1110038B12Rik,NONMMUG018153,NONMMUG018153,Rbfox3,Q8BIF2
1110038B12Rik,NONMMUG018153,NONMMUG018153,Cpsf6,Q16630
1110038B12Rik,NONMMUG018153,NONMMUG018153,Mbnl1,Q9NR56
1110038B12Rik,NONMMUG018153,NONMMUG018153,Mbnl3,Q8R003
1110051M20Rik,NONMMUG023778,NONMMUG023778,Rbfox3,Q8BIF2
1110051M20Rik,NONMMUG023778,NONMMUG023778,Cpsf6,Q16630
1110059E24Rik,NONMMUG020984,NONMMUG020984,Upf1,Q92900
1110065P20Rik,NONMMUG030583,NONMMUG030583,Upf1,Q92900
1190002F15Rik,NONMMUG036778,NONMMUG036778,Mbnl3,Q8R003
1200002N14Rik,-,1200002N14Rik,Mbnl1,Q9NR56
1300002E11Rik,NONMMUG016035,NONMMUG016035,Mbnl1,Q9NR56
1300002K09Rik,NONMMUG029136,NONMMUG029136,Upf1,Q92900
1300015D01Rik,NONMMUG025718,NONMMUG025718,Upf1,Q92900
1500001A10Rik,-,1500001A10Rik,Mbnl3,Q8R003
1500004A13Rik,NONMMUG027090,NONMMUG027090,Mbnl3,Q8R003
1500012F01Rik,NONMMUG025548,NONMMUG025548,Upf1,Q92900
1500012F01Rik,NONMMUG025548,NONMMUG025548,JARID2,Q92833
1500012F01Rik,NONMMUG025548,NONMMUG025548,Rbfox3,Q8BIF2
1500012F01Rik,NONMMUG025548,NONMMUG025548,Mbnl1,Q9NR56
1500016L03Rik,NONMMUG007059,NONMMUG007059,Upf1,Q92900
1500017E21Rik,NONMMUG021267,NONMMUG021267,Rbfox3,Q8BIF2
1520401A03Rik,NONMMUG017698,NONMMUG017698,Upf1,Q92900
1600002D24Rik,NONMMUG017262,NONMMUG017262,Rbfox3,Q8BIF2
1600002H07Rik,NONMMUG017719,NONMMUG017719,Upf1,Q92900
1600012H06Rik,NONMMUG017540,NONMMUG017540,Upf1,Q92900
1600012H06Rik,NONMMUG017540,NONMMUG017540,JARID2,Q92833
1600014C10Rik,NONMMUG037812,NONMMUG037812,Upf1,Q92900
1600014C10Rik,NONMMUG037812,NONMMUG037812,Mbnl1,Q9NR56
1700001G01Rik,NONMMUG019422,NONMMUG019422,Upf1,Q92900
1700001L05Rik,NONMMUG015092,NONMMUG015092,Upf1,Q92900
1700003L19Rik,NONMMUG015801,NONMMUG015801,Rbfox3,Q8BIF2
1700006D18Rik,NONMMUG038764,NONMMUG038764,Upf1,Q92900
1700006P19Rik,NONMMUG039092,NONMMUG039092,Upf1,Q92900
1700008O03Rik,NONMMUG037906,NONMMUG037906,Upf1,Q92900
1700010J16Rik,NONMMUG004706,NONMMUG004706,Rbfox3,Q8BIF2
1700011J10Rik,NONMMUG023398,NONMMUG023398,Upf1,Q92900
1700011J10Rik,NONMMUG023398,NONMMUG023398,JARID2,Q92833
1700012B15Rik,NONMMUG008380,NONMMUG008380,Upf1,Q92900
1700012G19Rik,-,1700012G19Rik,Mbnl1,Q9NR56
1700012I11Rik,NONMMUG014716,NONMMUG014716,Rbfox3,Q8BIF2
1700013N06Rik,NONMMUG009899,NONMMUG009899,Upf1,Q92900
1700016P03Rik,NONMMUG006735,NONMMUG006735,Rbfox3,Q8BIF2
1700020I14Rik,NONMMUG024327,NONMMUG024327,Upf1,Q92900
1700020I14Rik,NONMMUG024327,NONMMUG024327,JARID2,Q92833
1700021F05Rik,NONMMUG003522,NONMMUG003522,Upf1,Q92900
1700021F05Rik,NONMMUG003522,NONMMUG003522,Mbnl1,Q9NR56
1700021K19Rik,NONMMUG016287,NONMMUG016287,Upf1,Q92900
1700022A21Rik,-,1700022A21Rik,RANBP9,P69566
1700024P03Rik,NONMMUG024130,NONMMUG024130,Upf1,Q92900
1700025G04Rik,NONMMUG002036,NONMMUG002036,Upf1,Q92900
1700025G04Rik,NONMMUG002036,NONMMUG002036,Mbnl1,Q9NR56
1700026D11Rik,NONMMUG024765,NONMMUG024765,Upf1,Q92900
1700028I16Rik,NONMMUG004229,NONMMUG004229,Upf1,Q92900
1700030K09Rik,NONMMUG040928,NONMMUG040928,Upf1,Q92900
1700030K09Rik,NONMMUG040928,NONMMUG040928,Mbnl1,Q9NR56
1700037H04Rik,NONMMUG024713,NONMMUG024713,Upf1,Q92900
1700040E09Rik,-,1700040E09Rik,Rbfox3,Q8BIF2
1700045H11Rik,NONMMUG031445,NONMMUG031445,Upf1,Q92900
1700045H11Rik,NONMMUG031445,NONMMUG031445,Rbfox3,Q8BIF2
Ccdc170,NONMMUG002934,NONMMUG002934,Upf1,Q92900
1700054A03Rik,NONMMUG021591,NONMMUG021591,Rbfox3,Q8BIF2
1700056N10Rik,NONMMUG015898,NONMMUG015898,Upf1,Q92900
1700057G04Rik,NONMMUG043596,NONMMUG043596,Rbfox3,Q8BIF2
1700057H15Rik,NONMMUG030564,NONMMUG030564,Upf1,Q92900
1700057H21Rik,NONMMUG022949,NONMMUG022949,Upf1,Q92900
1700058G18Rik,NONMMUG004743,NONMMUG004743,Upf1,Q92900
1700061J23Rik,NONMMUG005520,NONMMUG005520,Upf1,Q92900
1700064E03Rik,NONMMUG006542,NONMMUG006542,Upf1,Q92900
1700066J24Rik,NONMMUG028968,NONMMUG028968,Upf1,Q92900
1700069L16Rik,NONMMUG033446,NONMMUG033446,Upf1,Q92900
1700084C06Rik,NONMMUG042236,NONMMUG042236,Upf1,Q92900
1700084C06Rik,NONMMUG042236,NONMMUG042236,JARID2,Q92833
1700085B03Rik,NONMMUG033853,NONMMUG033853,Upf1,Q92900
1700085D07Rik,-,1700085D07Rik,Rbfox3,Q8BIF2
1700094C10Rik,NONMMUG032750,NONMMUG032750,Upf1,Q92900
1700094J05Rik,NONMMUG004018,NONMMUG004018,Rbfox3,Q8BIF2
1700095J03Rik,NONMMUG038993,NONMMUG038993,Rbfox3,Q8BIF2
1700102J08Rik,-,1700102J08Rik,Rbfox3,Q8BIF2
1700109F18Rik,NONMMUG023451,NONMMUG023451,Upf1,Q92900
1700109G15Rik,NONMMUG007060,NONMMUG007060,Upf1,Q92900
1700111N16Rik,NONMMUG045058,NONMMUG045058,Rbfox3,Q8BIF2
1700112D23Rik,NONMMUG026246,NONMMUG026246,Upf1,Q92900
1700112D23Rik,NONMMUG026246,NONMMUG026246,JARID2,Q92833
1700112E06Rik,NONMMUG012375,NONMMUG012375,Upf1,Q92900
1700112E06Rik,NONMMUG012375,NONMMUG012375,Rbfox3,Q8BIF2
1700112E06Rik,NONMMUG012375,NONMMUG012375,Mbnl1,Q9NR56
1700120E14Rik,NONMMUG020333,NONMMUG020333,Upf1,Q92900
1700120E14Rik,NONMMUG020333,NONMMUG020333,RANBP9,P69566
1700120G11Rik,NONMMUG028567,NONMMUG028567,Upf1,Q92900
1700120O09Rik,NONMMUG013268,NONMMUG013268,Upf1,Q92900
1700123M08Rik,NONMMUG028536,NONMMUG028536,Upf1,Q92900
1700123O12Rik,NONMMUG028494,NONMMUG028494,Upf1,Q92900
1700123O12Rik,NONMMUG028494,NONMMUG028494,Rbfox3,Q8BIF2
1810015C04Rik,-,1810015C04Rik,Mbnl1,Q9NR56
1810026B05Rik,NONMMUG038355,NONMMUG038355,Cpsf6,Q16630
1810032O08Rik,NONMMUG008158,NONMMUG008158,JARID2,Q92833
1810032O08Rik,NONMMUG008158,NONMMUG008158,Cpsf6,Q16630
1810058I24Rik,NONMMUG035002,NONMMUG035002,Upf1,Q92900
1810062O18Rik,NONMMUG012326,NONMMUG012326,Upf1,Q92900
2010003O02Rik,NONMMUG028920,NONMMUG028920,Upf1,Q92900
2010012P19Rik,NONMMUG006558,NONMMUG006558,Upf1,Q92900
2010204K13Rik,NONMMUG044429,NONMMUG044429,Upf1,Q92900
2200002D01Rik,NONMMUG037605,NONMMUG037605,Upf1,Q92900
2210013O21Rik,NONMMUG046159,NONMMUG046159,Upf1,Q92900
2210013O21Rik,NONMMUG046159,NONMMUG046159,JARID2,Q92833
2210013O21Rik,NONMMUG046159,NONMMUG046159,Mbnl1,Q9NR56
NONMMUG004254,NONMMUG005219,NONMMUG005219,Upf1,Q92900
2210019I11Rik,NONMMUG034337,NONMMUG034337,Upf1,Q92900
2210408F21Rik,NONMMUG034895,NONMMUG034895,Upf1,Q92900
2210414B05Rik,NONMMUG028377,NONMMUG028377,Upf1,Q92900
2310003H01Rik,NONMMUG008293,NONMMUG008293,Upf1,Q92900
2310003H01Rik,NONMMUG008293,NONMMUG008293,Cpsf6,Q16630
2310005A03Rik,NONMMUG025202,NONMMUG025202,Upf1,Q92900
2310014G06Rik,-,2310014G06Rik,Mbnl1,Q9NR56
2310022M17Rik,-,2310022M17Rik,Mbnl1,Q9NR56
2310039E09Rik,-,2310039E09Rik,Mbnl1,Q9NR56
2310043D23Rik,NONMMUG013072,NONMMUG013072,Upf1,Q92900
2310045A20Rik,-,2310045A20Rik,Mbnl1,Q9NR56
2310045A20Rik,-,2310045A20Rik,Mbnl3,Q8R003
2310058D17Rik,NONMMUG006241,NONMMUG006241,Upf1,Q92900
2310058D17Rik,NONMMUG006241,NONMMUG006241,JARID2,Q92833
2310065F04Rik,NONMMUG006460,NONMMUG006460,Upf1,Q92900
2310067B10Rik,NONMMUG008099,NONMMUG008099,Upf1,Q92900
2310067B10Rik,NONMMUG008099,NONMMUG008099,Mbnl3,Q8R003
2310076L09Rik,-,2310076L09Rik,Mbnl1,Q9NR56
2410002F23Rik,NONMMUG037901,NONMMUG037901,Upf1,Q92900
2410002F23Rik,NONMMUG037901,NONMMUG037901,JARID2,Q92833
2410002F23Rik,NONMMUG037901,NONMMUG037901,Cpsf6,Q16630
2410002F23Rik,NONMMUG037901,NONMMUG037901,Mbnl1,Q9NR56
2410002F23Rik,NONMMUG037901,NONMMUG037901,Mbnl3,Q8R003
2410003L11Rik,NONMMUG007476,NONMMUG007476,Upf1,Q92900
2410003L11Rik,NONMMUG007476,NONMMUG007476,JARID2,Q92833
2410004B18Rik,NONMMUG028186,NONMMUG028186,Upf1,Q92900
2410004I01Rik,NONMMUG007721,NONMMUG007721,Upf1,Q92900
2410004N09Rik,NONMMUG019605,NONMMUG019605,Upf1,Q92900
2410004N09Rik,NONMMUG019605,NONMMUG019605,JARID2,Q92833
2410004N09Rik,NONMMUG019605,NONMMUG019605,Rbfox3,Q8BIF2
2410004N09Rik,NONMMUG019605,NONMMUG019605,Cpsf6,Q16630
2410006H16Rik,NONMMUG006378,NONMMUG006378,Upf1,Q92900
2410006H16Rik,NONMMUG006378,NONMMUG006378,JARID2,Q92833
2410006H16Rik,NONMMUG006378,NONMMUG006378,Cpsf6,Q16630
2410006H16Rik,NONMMUG006378,NONMMUG006378,Mbnl1,Q9NR56
2410014A08Rik,-,2410014A08Rik,Mbnl1,Q9NR56
2410017P07Rik,-,2410017P07Rik,Mbnl2,Q5VZF2
2410018C17Rik,-,2410018C17Rik,Mbnl1,Q9NR56
2410018L13Rik,NONMMUG008632,NONMMUG008632,Upf1,Q92900
2410076I21Rik,NONMMUG042944,NONMMUG042944,Upf1,Q92900
2410080I02Rik,NONMMUG021018,NONMMUG021018,Upf1,Q92900
2410089E03Rik,NONMMUG014011,NONMMUG014011,Upf1,Q92900
2410089E03Rik,NONMMUG014011,NONMMUG014011,Mbnl1,Q9NR56
2410114N07Rik,NONMMUG028868,NONMMUG028868,Upf1,Q92900
2410127E18Rik,-,2410127E18Rik,Mbnl1,Q9NR56
2410133F24Rik,NONMMUG042896,NONMMUG042896,Upf1,Q92900
2410137F16Rik,NONMMUG033549,NONMMUG033549,Upf1,Q92900
2410152P15Rik,NONMMUG020720,NONMMUG020720,Upf1,Q92900
2410166I05Rik,-,2410166I05Rik,Mbnl1,Q9NR56
2410187C16Rik,-,2410187C16Rik,Mbnl1,Q9NR56
2610002J02Rik,NONMMUG031574,NONMMUG031574,Upf1,Q92900
2610015P09Rik,NONMMUG016563,NONMMUG016563,Upf1,Q92900
2610017I09Rik,NONMMUG000504,NONMMUG000504,Upf1,Q92900
2610019A05Rik,-,2610019A05Rik,Mbnl1,Q9NR56
2610019A05Rik,-,2610019A05Rik,Mbnl2,Q5VZF2
2610019E17Rik,NONMMUG017729,NONMMUG017729,Upf1,Q92900
2610019E17Rik,NONMMUG017729,NONMMUG017729,JARID2,Q92833
2610019E17Rik,NONMMUG017729,NONMMUG017729,Rbfox3,Q8BIF2
2610019E17Rik,NONMMUG017729,NONMMUG017729,Mbnl1,Q9NR56
2610019E17Rik,NONMMUG017729,NONMMUG017729,Mbnl3,Q8R003
2610019N06Rik,-,2610019N06Rik,Rbfox3,Q8BIF2
2610020H08Rik,NONMMUG039178,NONMMUG039178,Upf1,Q92900
2610020H08Rik,NONMMUG039178,NONMMUG039178,JARID2,Q92833
2610028E06Rik,NONMMUG030610,NONMMUG030610,Upf1,Q92900
2610035D17Rik,NONMMUG008008,NONMMUG008008,Upf1,Q92900
2610035D17Rik,NONMMUG008008,NONMMUG008008,Mbnl3,Q8R003
2610035F20Rik,NONMMUG013891,NONMMUG013891,Upf1,Q92900
2610100L16Rik,NONMMUG026124,NONMMUG026124,Upf1,Q92900
2610203C20Rik,NONMMUG042544,NONMMUG042544,Upf1,Q92900
2610203C20Rik,NONMMUG042544,NONMMUG042544,Rbfox3,Q8BIF2
2610203C20Rik,NONMMUG042544,NONMMUG042544,Cpsf6,Q16630
2610206C17Rik,NONMMUG038594,NONMMUG038594,Upf1,Q92900
2610207I05Rik,-,2610207I05Rik,Mbnl1,Q9NR56
2610209M04Rik,-,2610209M04Rik,Mbnl1,Q9NR56
2610301B20Rik,NONMMUG028498,NONMMUG028498,Mbnl1,Q9NR56
2610305D13Rik,NONMMUG031330,NONMMUG031330,JARID2,Q92833
2610307P16Rik,NONMMUG010559,NONMMUG010559,Upf1,Q92900
2610307P16Rik,NONMMUG010559,NONMMUG010559,JARID2,Q92833
2610307P16Rik,NONMMUG010559,NONMMUG010559,Mbnl3,Q8R003
2610507B11Rik,NONMMUG006874,NONMMUG006874,Upf1,Q92900
2610507B11Rik,NONMMUG006874,NONMMUG006874,JARID2,Q92833
2610507B11Rik,NONMMUG006874,NONMMUG006874,Mbnl1,Q9NR56
2700050L05Rik,NONMMUG039502,NONMMUG039502,JARID2,Q92833
2700094K13Rik,NONMMUG023639,NONMMUG023639,Upf1,Q92900
2700099C18Rik,-,2700099C18Rik,Mbnl3,Q8R003
2810002D19Rik,NONMMUG023892,NONMMUG023892,Upf1,Q92900
2810002O09Rik,-,2810002O09Rik,Mbnl1,Q9NR56
2810008D09Rik,NONMMUG008177,NONMMUG008177,Upf1,Q92900
2810008D09Rik,NONMMUG008177,NONMMUG008177,JARID2,Q92833
2810012G03Rik,-,2810012G03Rik,Mbnl1,Q9NR56
2810055G20Rik,NONMMUG016963,NONMMUG016963,Upf1,Q92900
2810055G20Rik,NONMMUG016963,NONMMUG016963,JARID2,Q92833
2810055G20Rik,NONMMUG016963,NONMMUG016963,Rbfox3,Q8BIF2
2810055G20Rik,NONMMUG016963,NONMMUG016963,Cpsf6,Q16630
2810055G20Rik,NONMMUG016963,NONMMUG016963,Mbnl3,Q8R003
2810403D21Rik,NONMMUG045662,NONMMUG045662,Upf1,Q92900
2810404M03Rik,NONMMUG040449,NONMMUG040449,Rbfox3,Q8BIF2
2810408I11Rik,NONMMUG000865,NONMMUG000865,Upf1,Q92900
2810410L24Rik,NONMMUG008285,NONMMUG008285,Upf1,Q92900
2810417H13Rik,NONMMUG043127,NONMMUG043127,Upf1,Q92900
2810417H13Rik,NONMMUG043127,NONMMUG043127,Cpsf6,Q16630
2810433D01Rik,NONMMUG007704,NONMMUG007704,Upf1,Q92900
2810442I21Rik,NONMMUG005359,NONMMUG005359,Upf1,Q92900
2810442N19Rik,NONMMUG002231,NONMMUG002231,Upf1,Q92900
2810455O05Rik,NONMMUG041897,NONMMUG041897,Upf1,Q92900
2810474O19Rik,NONMMUG037061,NONMMUG037061,Upf1,Q92900
2810485I05Rik,-,2810485I05Rik,Mbnl1,Q9NR56
2900008C10Rik,NONMMUG044520,NONMMUG044520,Upf1,Q92900
2900024C23Rik,-,2900024C23Rik,Mbnl1,Q9NR56
2900041M22Rik,NONMMUG008201,NONMMUG008201,Upf1,Q92900
2900052L18Rik,NONMMUG008287,NONMMUG008287,Upf1,Q92900
2900053O20Rik,NONMMUG005371,NONMMUG005371,Upf1,Q92900
2900056M20Rik,NONMMUG046140,NONMMUG046140,Upf1,Q92900
2900056M20Rik,NONMMUG046140,NONMMUG046140,JARID2,Q92833
2900073G15Rik,-,2900073G15Rik,Mbnl1,Q9NR56
2900073G15Rik,-,2900073G15Rik,Mbnl2,Q5VZF2
2900076A07Rik,NONMMUG038526,NONMMUG038526,Rbfox3,Q8BIF2
2900089D17Rik,NONMMUG034272,NONMMUG034272,Upf1,Q92900
2900097C17Rik,NONMMUG025262,NONMMUG025262,Mbnl1,Q9NR56
3010001F23Rik,NONMMUG046145,NONMMUG046145,Upf1,Q92900
3010026O09Rik,NONMMUG005998,NONMMUG005998,Cpsf6,Q16630
3110009E18Rik,NONMMUG001598,NONMMUG001598,Mbnl1,Q9NR56
3110043O21Rik,NONMMUG028880,NONMMUG028880,Upf1,Q92900
3110043O21Rik,NONMMUG028880,NONMMUG028880,Mbnl1,Q9NR56
3110050N22Rik,-,3110050N22Rik,Mbnl1,Q9NR56
3110056K07Rik,NONMMUG009216,NONMMUG009216,Upf1,Q92900
3110056K07Rik,NONMMUG009216,NONMMUG009216,JARID2,Q92833
3300001P08Rik,-,3300001P08Rik,Mbnl1,Q9NR56
3300002I08Rik,NONMMUG025035,NONMMUG025035,Upf1,Q92900
3930401K13Rik,-,3930401K13Rik,Mbnl3,Q8R003
4631426J05Rik,-,4631426J05Rik,Mbnl1,Q9NR56
4632415L05Rik,NONMMUG026146,NONMMUG026146,Cpsf6,Q16630
4632419I22Rik,NONMMUG007101,NONMMUG007101,Upf1,Q92900
4632419I22Rik,NONMMUG007101,NONMMUG007101,JARID2,Q92833
4632427E13Rik,NONMMUG038716,NONMMUG038716,Upf1,Q92900
4632427E13Rik,NONMMUG038716,NONMMUG038716,Cpsf6,Q16630
4632428N05Rik,NONMMUG003737,NONMMUG003737,Upf1,Q92900
4632428N05Rik,NONMMUG003737,NONMMUG003737,Rbfox3,Q8BIF2
4632428N05Rik,NONMMUG003737,NONMMUG003737,Mbnl1,Q9NR56
4732471J01Rik,NONMMUG037464,NONMMUG037464,Cpsf6,Q16630
4831440D22Rik,-,4831440D22Rik,Rbfox3,Q8BIF2
4833417C18Rik,NONMMUG007388,NONMMUG007388,Upf1,Q92900
4921505C17Rik,-,4921505C17Rik,Mbnl3,Q8R003
4921507L20Rik,NONMMUG023879,NONMMUG023879,RANBP9,P69566
4921511C10Rik,NONMMUG026909,NONMMUG026909,Mbnl3,Q8R003
4930402H24Rik,NONMMUG024689,NONMMUG024689,Upf1,Q92900
4930402H24Rik,NONMMUG024689,NONMMUG024689,Cpsf6,Q16630
4930402H24Rik,NONMMUG024689,NONMMUG024689,Mbnl1,Q9NR56
4930403O15Rik,NONMMUG003163,NONMMUG003163,Upf1,Q92900
4930405A21Rik,NONMMUG025273,NONMMUG025273,Upf1,Q92900
4930405D11Rik,NONMMUG007279,NONMMUG007279,Upf1,Q92900
4930405O22Rik,NONMMUG018674,NONMMUG018674,JARID2,Q92833
4930405P13Rik,NONMMUG007235,NONMMUG007235,Mbnl1,Q9NR56
4930412B13Rik,NONMMUG024260,NONMMUG024260,Upf1,Q92900
4930412C18Rik,NONMMUG028489,NONMMUG028489,Rbfox3,Q8BIF2
4930414F18Rik,-,4930414F18Rik,Rbfox3,Q8BIF2
4930415F15Rik,NONMMUG005311,NONMMUG005311,Upf1,Q92900
4930440I19Rik,NONMMUG023536,NONMMUG023536,Upf1,Q92900
4930440I19Rik,NONMMUG023536,NONMMUG023536,Rbfox3,Q8BIF2
4930442J19Rik,NONMMUG025069,NONMMUG025069,RANBP9,P69566
4930445B16Rik,NONMMUG023914,NONMMUG023914,Upf1,Q92900
4930447C04Rik,NONMMUG009251,NONMMUG009251,Upf1,Q92900
4930447C04Rik,NONMMUG009251,NONMMUG009251,JARID2,Q92833
4930453N24Rik,NONMMUG016815,NONMMUG016815,Upf1,Q92900
4930455G09Rik,NONMMUG031210,NONMMUG031210,Upf1,Q92900
4930456L15Rik,NONMMUG030033,NONMMUG030033,Upf1,Q92900
4930458A03Rik,-,4930458A03Rik,Rbfox3,Q8BIF2
4930465A12Rik,NONMMUG030687,NONMMUG030687,Upf1,Q92900
4930469K13Rik,NONMMUG005734,NONMMUG005734,Upf1,Q92900
4930481A15Rik,NONMMUG020648,NONMMUG020648,Upf1,Q92900
4930500J02Rik,NONMMUG024027,NONMMUG024027,Upf1,Q92900
4930500J02Rik,NONMMUG024027,NONMMUG024027,JARID2,Q92833
4930500O05Rik,-,4930500O05Rik,Mbnl1,Q9NR56
4930506C21Rik,NONMMUG017419,NONMMUG017419,Upf1,Q92900
4930511M06Rik,NONMMUG019995,NONMMUG019995,Mbnl3,Q8R003
4930512H18Rik,NONMMUG040702,NONMMUG040702,Upf1,Q92900
4930513N10Rik,NONMMUG041375,NONMMUG041375,Upf1,Q92900
4930524C18Rik,NONMMUG013775,NONMMUG013775,Rbfox3,Q8BIF2
