identifier,gene_id,symbol
-,-,5330430P22Rik
-,-,E030007J07Rik
-,-,Gm17599
-,-,Gm19980
-,-,Igf2as
-,-,RP23-11C16.11
-,-,Gm16786
-,-,Gm12283
-,-,Gm11641
-,-,Gm11721
-,-,Gm16831
-,-,Gm8327
-,-,Gm15797
-,-,5530401N12Rik
-,-,Gm14872
-,-,4921530L18Rik
-,-,Gm13447
-,-,Gm14256
-,-,Gm16743
-,-,Gm15552
-,-,Gm17702
-,-,Gm17341
-,-,4732447D17Rik
-,-,Gm17346
-,-,Gm17369
-,-,Gm16854
-,-,Gm17440
-,-,4921522H14Rik
-,-,4930555J06Rik
-,-,Gm16292
-,-,Gm16598
-,-,Gm16067
-,-,Gm17270
-,-,Gm17393
-,-,Rpl29-ps3
-,-,Gm16789
-,-,RP23-368M21.6
-,-,Gm17565
-,-,Gm15548
-,-,Gm16760
-,-,Gm17682
-,-,Gm17292
-,-,2210416O15Rik
-,-,C920011F04Rik
-,-,Gm17568
-,-,RP23-108F2.2
-,-,0610038P03Rik
-,-,Gm14259
-,-,Gm17240
-,-,A730085A09Rik
-,-,Gm17598
-,-,Gm17263
-,-,Gm16704
-,-,Nphs1as
-,-,lnc-31
-,-,Myolinc
NONHSAG042970,NONHSAG042970,HULC
-,-,Chaer
-,-,uc.48+
-,-,Ptn-dt
-,-,Lnc-HC
ENSG00000240498,ENSG00000240498,ANRIL
ENSMUSG00000024219 ,ENSMUSG00000024219 ,SAM
-,-,AK035396
-,-,BS-DRL1
-,-,G3R1
-,-,Oct4P4
-,-,Oplr16
-,-,TCONS_00147848
