dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
115,10090,ENSMUSG00000024742,Fen1,C,,"{""mgi_marker"":""MGI:102779"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102779""}"
115,10090,ENSMUSG00000051367,Six1,C,,"{""mgi_marker"":""MGI:102780"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102780""}"
115,10090,ENSMUSG00000030782,Tgfb1i1,NE,,"{""mgi_marker"":""MGI:102784"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102784""}"
115,10090,ENSMUSG00000029608,Rph3a,NE,,"{""mgi_marker"":""MGI:102788"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102788""}"
115,10090,ENSMUSG00000031504,Rab20,NE,,"{""mgi_marker"":""MGI:102789"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102789""}"
115,10090,ENSMUSG00000073639,Rab18,NE,,"{""mgi_marker"":""MGI:102790"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102790""}"
115,10090,ENSMUSG00000023978,Prph2,NE,,"{""mgi_marker"":""MGI:102791"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102791""}"
115,10090,ENSMUSG00000022816,Fstl1,C,,"{""mgi_marker"":""MGI:102793"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102793""}"
115,10090,ENSMUSG00000050089,Akap4,NE,,"{""mgi_marker"":""MGI:102794"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102794""}"
115,10090,ENSMUSG00000031594,Fgl1,NE,,"{""mgi_marker"":""MGI:102795"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102795""}"
115,10090,ENSMUSG00000048120,Entpd1,NE,,"{""mgi_marker"":""MGI:102805"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102805""}"
115,10090,ENSMUSG00000052155,Acvr2a,C,,"{""mgi_marker"":""MGI:102806"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102806""}"
115,10090,ENSMUSG00000030226,Lmo3,NE,,"{""mgi_marker"":""MGI:102810"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102810""}"
115,10090,ENSMUSG00000032698,Lmo2,C,,"{""mgi_marker"":""MGI:102811"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102811""}"
115,10090,ENSMUSG00000036111,Lmo1,NE,,"{""mgi_marker"":""MGI:102812"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102812""}"
115,10090,ENSMUSG00000002100,Mybpc3,NE,,"{""mgi_marker"":""MGI:102844"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102844""}"
115,10090,ENSMUSG00000021070,Bdkrb2,C,,"{""mgi_marker"":""MGI:102845"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102845""}"
115,10090,ENSMUSG00000066361,Serpina3c,NE,,"{""mgi_marker"":""MGI:102848"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102848""}"
115,10090,ENSMUSG00000029644,Pdx1,C,,"{""mgi_marker"":""MGI:102851"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102851""}"
115,10090,ENSMUSG00000026436,Elk4,NE,,"{""mgi_marker"":""MGI:102853"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102853""}"
115,10090,ENSMUSG00000029135,Fosl2,C,,"{""mgi_marker"":""MGI:102858"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102858""}"
115,10090,ENSMUSG00000021614,Vcan,C,,"{""mgi_marker"":""MGI:102889"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102889""}"
115,10090,ENSMUSG00000020326,Ccng1,NE,,"{""mgi_marker"":""MGI:102890"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102890""}"
115,10090,ENSMUSG00000031659,Adcy7,C,,"{""mgi_marker"":""MGI:102891"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102891""}"
115,10090,ENSMUSG00000030711,Sult1a1,NE,,"{""mgi_marker"":""MGI:102896"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102896""}"
115,10090,ENSMUSG00000030513,Pcsk6,NE,,"{""mgi_marker"":""MGI:102897"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102897""}"
115,10090,ENSMUSG00000023943,Sult1c1,NE,,"{""mgi_marker"":""MGI:102928"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102928""}"
115,10090,ENSMUSG00000034161,Scx,C,,"{""mgi_marker"":""MGI:102934"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102934""}"
115,10090,ENSMUSG00000020390,Ube2b,NE,,"{""mgi_marker"":""MGI:102944"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102944""}"
115,10090,ENSMUSG00000002057,Foxn1,C,,"{""mgi_marker"":""MGI:102949"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102949""}"
115,10090,ENSMUSG00000025357,Dgka,NE,,"{""mgi_marker"":""MGI:102952"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102952""}"
115,10090,ENSMUSG00000069089,Cdk7,C,,"{""mgi_marker"":""MGI:102956"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102956""}"
115,10090,ENSMUSG00000016308,Ube2a,NE,,"{""mgi_marker"":""MGI:102959"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102959""}"
115,10090,ENSMUSG00000054892,Txk,NE,,"{""mgi_marker"":""MGI:102960"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102960""}"
115,10090,ENSMUSG00000034810,Scn7a,NE,,"{""mgi_marker"":""MGI:102965"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102965""}"
115,10090,ENSMUSG00000071489,Ptgdr,NE,,"{""mgi_marker"":""MGI:102966"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102966""}"
115,10090,ENSMUSG00000054764,Mtnr1a,NE,,"{""mgi_marker"":""MGI:102967"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102967""}"
115,10090,ENSMUSG00000089727,Klra8,NE,,"{""mgi_marker"":""MGI:102968"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102968""}"
115,10090,ENSMUSG00000022659,Gcsam,NE,,"{""mgi_marker"":""MGI:102969"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:102969""}"
115,10090,ENSMUSG00000026383,Epb41l5,C,,"{""mgi_marker"":""MGI:103006"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103006""}"
115,10090,ENSMUSG00000024376,Epb41l4a,NE,,"{""mgi_marker"":""MGI:103007"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103007""}"
115,10090,ENSMUSG00000024044,Epb41l3,C,,"{""mgi_marker"":""MGI:103008"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103008""}"
115,10090,ENSMUSG00000019978,Epb41l2,NE,,"{""mgi_marker"":""MGI:103009"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103009""}"
115,10090,ENSMUSG00000027624,Epb41l1,NE,,"{""mgi_marker"":""MGI:103010"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103010""}"
115,10090,ENSMUSG00000037944,Ccr7,NE,,"{""mgi_marker"":""MGI:103011"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103011""}"
115,10090,ENSMUSG00000014859,E2f4,C,,"{""mgi_marker"":""MGI:103012"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103012""}"
115,10090,ENSMUSG00000051331,Cacna1c,C,,"{""mgi_marker"":""MGI:103013"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103013""}"
115,10090,ENSMUSG00000031712,Il15,NE,,"{""mgi_marker"":""MGI:103014"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103014""}"
115,10090,ENSMUSG00000003420,Fcgrt,NE,,"{""mgi_marker"":""MGI:103017"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103017""}"
115,10090,ENSMUSG00000009394,Syn2,NE,,"{""mgi_marker"":""MGI:103020"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103020""}"
115,10090,ENSMUSG00000030243,Recql,NE,,"{""mgi_marker"":""MGI:103021"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103021""}"
115,10090,ENSMUSG00000042453,Reln,C,,"{""mgi_marker"":""MGI:103022"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103022""}"
115,10090,ENSMUSG00000064068,Mtx1,E,,"{""mgi_marker"":""MGI:103025"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103025""}"
115,10090,ENSMUSG00000023051,Tarbp2,C,,"{""mgi_marker"":""MGI:103027"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103027""}"
115,10090,ENSMUSG00000050711,Scg2,NE,,"{""mgi_marker"":""MGI:103033"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103033""}"
115,10090,ENSMUSG00000002147,Stat6,C,,"{""mgi_marker"":""MGI:103034"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103034""}"
115,10090,ENSMUSG00000020919,Stat5b,C,,"{""mgi_marker"":""MGI:103035"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103035""}"
115,10090,ENSMUSG00000004043,Stat5a,C,,"{""mgi_marker"":""MGI:103036"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103036""}"
115,10090,ENSMUSG00000004040,Stat3,C,,"{""mgi_marker"":""MGI:103038"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103038""}"
115,10090,ENSMUSG00000040033,Stat2,NE,,"{""mgi_marker"":""MGI:103039"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103039""}"
115,10090,ENSMUSG00000028108,Ecm1,C,,"{""mgi_marker"":""MGI:103060"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103060""}"
115,10090,ENSMUSG00000062939,Stat4,C,,"{""mgi_marker"":""MGI:103062"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103062""}"
115,10090,ENSMUSG00000026104,Stat1,C,,"{""mgi_marker"":""MGI:103063"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103063""}"
115,10090,ENSMUSG00000000787,Ddx3x,C,,"{""mgi_marker"":""MGI:103064"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103064""}"
115,10090,ENSMUSG00000031229,Atrx,C,,"{""mgi_marker"":""MGI:103067"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103067""}"
115,10090,ENSMUSG00000073421,H2-Ab1,C,,"{""mgi_marker"":""MGI:103070"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103070""}"
115,10090,ENSMUSG00000022391,Rangap1,NE,,"{""mgi_marker"":""MGI:103071"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103071""}"
115,10090,ENSMUSG00000029860,Zyx,NE,,"{""mgi_marker"":""MGI:103072"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103072""}"
115,10090,ENSMUSG00000024734,Zp1,NE,,"{""mgi_marker"":""MGI:103073"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103073""}"
115,10090,ENSMUSG00000031016,Wee1,C,,"{""mgi_marker"":""MGI:103075"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103075""}"
115,10090,ENSMUSG00000022479,Vdr,C,,"{""mgi_marker"":""MGI:103076"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103076""}"
115,10090,ENSMUSG00000041488,Stx3,E,,"{""mgi_marker"":""MGI:103077"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103077""}"
115,10090,ENSMUSG00000033735,Spr,C,,"{""mgi_marker"":""MGI:103078"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103078""}"
115,10090,ENSMUSG00000043991,Pura,C,,"{""mgi_marker"":""MGI:103079"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103079""}"
115,10090,ENSMUSG00000026417,Pigr,NE,,"{""mgi_marker"":""MGI:103080"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103080""}"
115,10090,ENSMUSG00000028583,Pdpn,C,,"{""mgi_marker"":""MGI:103098"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103098""}"
115,10090,ENSMUSG00000041697,Cox6a1,NE,,"{""mgi_marker"":""MGI:103099"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103099""}"
115,10090,ENSMUSG00000031883,Car7,NE,,"{""mgi_marker"":""MGI:103100"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103100""}"
115,10090,ENSMUSG00000031444,F10,C,,"{""mgi_marker"":""MGI:103107"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103107""}"
115,10090,ENSMUSG00000000706,Btn1a1,NE,,"{""mgi_marker"":""MGI:103118"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103118""}"
115,10090,ENSMUSG00000060147,Serpinb6a,NE,,"{""mgi_marker"":""MGI:103123"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103123""}"
115,10090,ENSMUSG00000021381,Barx1,C,,"{""mgi_marker"":""MGI:103124"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103124""}"
115,10090,ENSMUSG00000018707,Dync1h1,C,,"{""mgi_marker"":""MGI:103147"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103147""}"
115,10090,ENSMUSG00000029223,Uchl1,C,,"{""mgi_marker"":""MGI:103149"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103149""}"
115,10090,ENSMUSG00000027202,Slc12a1,C,,"{""mgi_marker"":""MGI:103150"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103150""}"
115,10090,ENSMUSG00000017754,Pltp,NE,,"{""mgi_marker"":""MGI:103151"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103151""}"
115,10090,ENSMUSG00000005980,Dnase1,C,,"{""mgi_marker"":""MGI:103157"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103157""}"
115,10090,ENSMUSG00000032578,Cish,NE,,"{""mgi_marker"":""MGI:103159"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103159""}"
115,10090,ENSMUSG00000037053,Azgp1,NE,,"{""mgi_marker"":""MGI:103163"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103163""}"
115,10090,ENSMUSG00000023033,Scn8a,C,,"{""mgi_marker"":""MGI:103169"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103169""}"
115,10090,ENSMUSG00000029275,Gfi1,C,,"{""mgi_marker"":""MGI:103170"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103170""}"
115,10090,ENSMUSG00000056569,Mpz,C,,"{""mgi_marker"":""MGI:103177"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103177""}"
115,10090,ENSMUSG00000023951,Vegfa,C,,"{""mgi_marker"":""MGI:103178"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103178""}"
115,10090,ENSMUSG00000050410,Tcf19,NE,,"{""mgi_marker"":""MGI:103180"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103180""}"
115,10090,ENSMUSG00000072941,Sod3,NE,,"{""mgi_marker"":""MGI:103181"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103181""}"
115,10090,ENSMUSG00000001436,Slc19a1,C,,"{""mgi_marker"":""MGI:103182"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103182""}"
115,10090,ENSMUSG00000025878,Uimc1,C,,"{""mgi_marker"":""MGI:103185"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103185""}"
115,10090,ENSMUSG00000003849,Nqo1,NE,,"{""mgi_marker"":""MGI:103187"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103187""}"
115,10090,ENSMUSG00000008575,Nfib,C,,"{""mgi_marker"":""MGI:103188"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103188""}"
115,10090,ENSMUSG00000018623,Mmp7,NE,,"{""mgi_marker"":""MGI:103189"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103189""}"
115,10090,ENSMUSG00000005410,Mcm5,C,,"{""mgi_marker"":""MGI:103197"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103197""}"
115,10090,ENSMUSG00000032477,Cdc25a,C,,"{""mgi_marker"":""MGI:103198"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103198""}"
115,10090,ENSMUSG00000022673,Mcm4,C,,"{""mgi_marker"":""MGI:103199"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103199""}"
115,10090,ENSMUSG00000004655,Aqp1,NE,,"{""mgi_marker"":""MGI:103201"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103201""}"
115,10090,ENSMUSG00000022407,Adsl,E,,"{""mgi_marker"":""MGI:103202"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103202""}"
115,10090,ENSMUSG00000022126,Acod1,NE,,"{""mgi_marker"":""MGI:103206"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103206""}"
115,10090,ENSMUSG00000036144,Meox2,NE,,"{""mgi_marker"":""MGI:103219"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103219""}"
115,10090,ENSMUSG00000001493,Meox1,NE,,"{""mgi_marker"":""MGI:103220"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103220""}"
115,10090,ENSMUSG00000024331,Dsc2,NE,,"{""mgi_marker"":""MGI:103221"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103221""}"
115,10090,ENSMUSG00000066687,Zbtb16,NE,,"{""mgi_marker"":""MGI:103222"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103222""}"
115,10090,ENSMUSG00000033933,Vhl,C,,"{""mgi_marker"":""MGI:103223"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103223""}"
115,10090,ENSMUSG00000032051,Fdx1,E,,"{""mgi_marker"":""MGI:103224"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103224""}"
115,10090,ENSMUSG00000028713,Cyp4b1,NE,,"{""mgi_marker"":""MGI:103225"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103225""}"
115,10090,ENSMUSG00000017778,Cox7c,C,,"{""mgi_marker"":""MGI:103226"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103226""}"
115,10090,ENSMUSG00000016756,Cmah,C,,"{""mgi_marker"":""MGI:103227"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103227""}"
115,10090,ENSMUSG00000020176,Grb10,NE,,"{""mgi_marker"":""MGI:103232"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103232""}"
115,10090,ENSMUSG00000030451,Herc2,C,,"{""mgi_marker"":""MGI:103234"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103234""}"
115,10090,ENSMUSG00000027954,Efna1,NE,,"{""mgi_marker"":""MGI:103236"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103236""}"
115,10090,ENSMUSG00000005718,Tfap4,NE,,"{""mgi_marker"":""MGI:103239"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103239""}"
115,10090,ENSMUSG00000025060,Slk,C,,"{""mgi_marker"":""MGI:103241"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103241""}"
115,10090,ENSMUSG00000040669,Phc1,C,,"{""mgi_marker"":""MGI:103248"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103248""}"
115,10090,ENSMUSG00000020917,Acly,C,,"{""mgi_marker"":""MGI:103251"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103251""}"
115,10090,ENSMUSG00000019590,Cyb561,NE,,"{""mgi_marker"":""MGI:103253"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103253""}"
115,10090,ENSMUSG00000053604,Rpia,E,,"{""mgi_marker"":""MGI:103254"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103254""}"
115,10090,ENSMUSG00000028894,Inpp5b,NE,,"{""mgi_marker"":""MGI:103257"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103257""}"
115,10090,ENSMUSG00000027719,Adad1,NE,,"{""mgi_marker"":""MGI:103258"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103258""}"
115,10090,ENSMUSG00000053110,Yap1,C,,"{""mgi_marker"":""MGI:103262"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103262""}"
115,10090,ENSMUSG00000031442,Mcf2l,NE,,"{""mgi_marker"":""MGI:103263"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103263""}"
115,10090,ENSMUSG00000028059,Arhgef2,NE,,"{""mgi_marker"":""MGI:103264"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103264""}"
115,10090,ENSMUSG00000019779,Frk,C,,"{""mgi_marker"":""MGI:103265"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103265""}"
115,10090,ENSMUSG00000039899,Fgl2,C,,"{""mgi_marker"":""MGI:103266"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103266""}"
115,10090,ENSMUSG00000031490,Eif4ebp1,NE,,"{""mgi_marker"":""MGI:103267"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103267""}"
115,10090,ENSMUSG00000023990,Tfeb,C,,"{""mgi_marker"":""MGI:103270"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103270""}"
115,10090,ENSMUSG00000006269,Atp6v1b1,NE,,"{""mgi_marker"":""MGI:103285"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103285""}"
115,10090,ENSMUSG00000019302,Atp6v0a1,E,,"{""mgi_marker"":""MGI:103286"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103286""}"
115,10090,ENSMUSG00000002983,Relb,C,,"{""mgi_marker"":""MGI:103289"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103289""}"
115,10090,ENSMUSG00000024927,Rela,C,,"{""mgi_marker"":""MGI:103290"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103290""}"
115,10090,ENSMUSG00000062115,Rai1,NE,,"{""mgi_marker"":""MGI:103291"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103291""}"
115,10090,ENSMUSG00000029923,Rab19,NE,,"{""mgi_marker"":""MGI:103292"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103292""}"
115,10090,ENSMUSG00000034573,Ptpn13,NE,,"{""mgi_marker"":""MGI:103293"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103293""}"
115,10090,ENSMUSG00000027073,Prg2,NE,,"{""mgi_marker"":""MGI:103294"",""db"":""MGI"",""link"":""http://www.informatics.jax.org/marker/MGI:103294""}"
