dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
223,10090,ENSMUSG00000034343,Ube2f,E,,"{""mgi_marker"":""MGI:1915171"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915171""}"
223,10090,ENSMUSG00000003039,Fam32a,E,,"{""mgi_marker"":""MGI:1915172"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915172""}"
223,10090,ENSMUSG00000062683,Atp5g2,E,,"{""mgi_marker"":""MGI:1915192"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915192""}"
223,10090,ENSMUSG00000034401,Spata6,NE,,"{""mgi_marker"":""MGI:1915196"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915196""}"
223,10090,ENSMUSG00000001473,Tubb6,NE,,"{""mgi_marker"":""MGI:1915201"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915201""}"
223,10090,ENSMUSG00000093904,Tomm20,E,,"{""mgi_marker"":""MGI:1915202"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915202""}"
223,10090,ENSMUSG00000022024,Sugt1,E,,"{""mgi_marker"":""MGI:1915205"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915205""}"
223,10090,ENSMUSG00000023307,Marchf5,E,,"{""mgi_marker"":""MGI:1915207"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915207""}"
223,10090,ENSMUSG00000021242,Npc2,NE,,"{""mgi_marker"":""MGI:1915213"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915213""}"
223,10090,ENSMUSG00000030726,Pold3,E,,"{""mgi_marker"":""MGI:1915217"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915217""}"
223,10090,ENSMUSG00000015363,Trabd,NE,,"{""mgi_marker"":""MGI:1915226"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915226""}"
223,10090,ENSMUSG00000029209,Gnpda2,NE,,"{""mgi_marker"":""MGI:1915230"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915230""}"
223,10090,ENSMUSG00000026932,Nacc2,NE,,"{""mgi_marker"":""MGI:1915241"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915241""}"
223,10090,ENSMUSG00000024228,Nudt12,NE,,"{""mgi_marker"":""MGI:1915243"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915243""}"
223,10090,ENSMUSG00000026404,Ddx59,E,,"{""mgi_marker"":""MGI:1915247"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915247""}"
223,10090,ENSMUSG00000017802,Retreg3,NE,,"{""mgi_marker"":""MGI:1915248"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915248""}"
223,10090,ENSMUSG00000031021,Tmem9b,E,,"{""mgi_marker"":""MGI:1915254"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915254""}"
223,10090,ENSMUSG00000024232,Bambi,NE,,"{""mgi_marker"":""MGI:1915260"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915260""}"
223,10090,ENSMUSG00000032400,Zwilch,E,,"{""mgi_marker"":""MGI:1915264"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915264""}"
223,10090,ENSMUSG00000005981,Trap1,NE,,"{""mgi_marker"":""MGI:1915265"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915265""}"
223,10090,ENSMUSG00000029557,Mrm2,E,,"{""mgi_marker"":""MGI:1915267"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915267""}"
223,10090,ENSMUSG00000021669,Col4a3bp,E,,"{""mgi_marker"":""MGI:1915268"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915268""}"
223,10090,ENSMUSG00000078931,Pdf,NE,,"{""mgi_marker"":""MGI:1915273"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915273""}"
223,10090,ENSMUSG00000018102,H2bc4,NE,,"{""mgi_marker"":""MGI:1915274"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915274""}"
223,10090,ENSMUSG00000040204,Pclaf,NE,,"{""mgi_marker"":""MGI:1915276"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915276""}"
223,10090,ENSMUSG00000045519,Zfp560,NE,,"{""mgi_marker"":""MGI:1915280"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915280""}"
223,10090,ENSMUSG00000027131,Emc4,E,,"{""mgi_marker"":""MGI:1915282"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915282""}"
223,10090,ENSMUSG00000045438,Cox19,E,,"{""mgi_marker"":""MGI:1915283"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915283""}"
223,10090,ENSMUSG00000062397,Zfp706,E,,"{""mgi_marker"":""MGI:1915286"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915286""}"
223,10090,ENSMUSG00000025723,Nmb,NE,,"{""mgi_marker"":""MGI:1915289"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915289""}"
223,10090,ENSMUSG00000008035,Mid1ip1,NE,,"{""mgi_marker"":""MGI:1915291"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915291""}"
223,10090,ENSMUSG00000021951,Eef1akmt1,NE,,"{""mgi_marker"":""MGI:1915293"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915293""}"
223,10090,ENSMUSG00000021807,Rtraf,E,,"{""mgi_marker"":""MGI:1915295"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915295""}"
223,10090,ENSMUSG00000062175,Tgif2,E,,"{""mgi_marker"":""MGI:1915299"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915299""}"
223,10090,ENSMUSG00000008450,Nutf2,E,,"{""mgi_marker"":""MGI:1915301"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915301""}"
223,10090,ENSMUSG00000054894,Dmac2l,NE,,"{""mgi_marker"":""MGI:1915305"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915305""}"
223,10090,ENSMUSG00000021811,Dnajc9,E,,"{""mgi_marker"":""MGI:1915326"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915326""}"
223,10090,ENSMUSG00000038683,Pak1ip1,E,,"{""mgi_marker"":""MGI:1915333"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915333""}"
223,10090,ENSMUSG00000020935,Dcakd,NE,,"{""mgi_marker"":""MGI:1915337"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915337""}"
223,10090,ENSMUSG00000022774,Ncbp2,E,,"{""mgi_marker"":""MGI:1915342"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915342""}"
223,10090,ENSMUSG00000028218,Fam92a,NE,,"{""mgi_marker"":""MGI:1915349"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915349""}"
223,10090,ENSMUSG00000026927,Entr1,NE,,"{""mgi_marker"":""MGI:1915362"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915362""}"
223,10090,ENSMUSG00000020156,Pwwp3a,NE,,"{""mgi_marker"":""MGI:1915364"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915364""}"
223,10090,ENSMUSG00000025525,Apool,NE,,"{""mgi_marker"":""MGI:1915367"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915367""}"
223,10090,ENSMUSG00000027371,Fahd2a,NE,,"{""mgi_marker"":""MGI:1915376"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915376""}"
223,10090,ENSMUSG00000034424,Gcsh,E,,"{""mgi_marker"":""MGI:1915383"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915383""}"
223,10090,ENSMUSG00000036572,Upf3b,NE,,"{""mgi_marker"":""MGI:1915384"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915384""}"
223,10090,ENSMUSG00000022312,Eif3h,E,,"{""mgi_marker"":""MGI:1915385"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915385""}"
223,10090,ENSMUSG00000016831,Tox4,E,,"{""mgi_marker"":""MGI:1915389"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915389""}"
223,10090,ENSMUSG00000034154,Ino80,E,,"{""mgi_marker"":""MGI:1915392"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915392""}"
223,10090,ENSMUSG00000008429,Herpud2,NE,,"{""mgi_marker"":""MGI:1915393"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915393""}"
223,10090,ENSMUSG00000016984,Etaa1,NE,,"{""mgi_marker"":""MGI:1915395"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915395""}"
223,10090,ENSMUSG00000031585,Gtf2e2,E,,"{""mgi_marker"":""MGI:1915403"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915403""}"
223,10090,ENSMUSG00000031708,Tecr,E,,"{""mgi_marker"":""MGI:1915408"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915408""}"
223,10090,ENSMUSG00000047854,Stx19,NE,,"{""mgi_marker"":""MGI:1915409"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915409""}"
223,10090,ENSMUSG00000079677,Fdx2,NE,,"{""mgi_marker"":""MGI:1915415"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915415""}"
223,10090,ENSMUSG00000039138,4930591A17Rik,NE,,"{""mgi_marker"":""MGI:1915425"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915425""}"
223,10090,ENSMUSG00000032232,Cgnl1,NE,,"{""mgi_marker"":""MGI:1915428"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915428""}"
223,10090,ENSMUSG00000023106,Denr,E,,"{""mgi_marker"":""MGI:1915434"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915434""}"
223,10090,ENSMUSG00000031513,Leprotl1,NE,,"{""mgi_marker"":""MGI:1915442"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915442""}"
223,10090,ENSMUSG00000001518,Itfg2,E,,"{""mgi_marker"":""MGI:1915450"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915450""}"
223,10090,ENSMUSG00000024925,Rnaseh2c,E,,"{""mgi_marker"":""MGI:1915459"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915459""}"
223,10090,ENSMUSG00000025069,Gsto2,NE,,"{""mgi_marker"":""MGI:1915464"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915464""}"
223,10090,ENSMUSG00000031754,Nudt21,E,,"{""mgi_marker"":""MGI:1915469"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915469""}"
223,10090,ENSMUSG00000036752,Tubb4b,E,,"{""mgi_marker"":""MGI:1915472"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915472""}"
223,10090,ENSMUSG00000026495,Efcab2,NE,,"{""mgi_marker"":""MGI:1915476"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915476""}"
223,10090,ENSMUSG00000062651,H2al2a,NE,,"{""mgi_marker"":""MGI:1915481"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915481""}"
223,10090,ENSMUSG00000038065,Mturn,NE,,"{""mgi_marker"":""MGI:1915485"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915485""}"
223,10090,ENSMUSG00000063820,Arl9,NE,,"{""mgi_marker"":""MGI:1915496"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915496""}"
223,10090,ENSMUSG00000032381,Ciao2a,NE,,"{""mgi_marker"":""MGI:1915500"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915500""}"
223,10090,ENSMUSG00000045282,Tmem86b,NE,,"{""mgi_marker"":""MGI:1915505"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915505""}"
223,10090,ENSMUSG00000027778,Ift80,E,,"{""mgi_marker"":""MGI:1915509"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915509""}"
223,10090,ENSMUSG00000019813,Cep57l1,E,,"{""mgi_marker"":""MGI:1915511"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915511""}"
223,10090,ENSMUSG00000023827,Agpat4,NE,,"{""mgi_marker"":""MGI:1915512"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915512""}"
223,10090,ENSMUSG00000021748,Pdhb,E,,"{""mgi_marker"":""MGI:1915513"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915513""}"
223,10090,ENSMUSG00000028314,Toporsl,NE,,"{""mgi_marker"":""MGI:1915524"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915524""}"
223,10090,ENSMUSG00000000751,Rpa1,E,,"{""mgi_marker"":""MGI:1915525"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915525""}"
223,10090,ENSMUSG00000028688,Toe1,E,,"{""mgi_marker"":""MGI:1915526"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915526""}"
223,10090,ENSMUSG00000005481,Ddx39,E,,"{""mgi_marker"":""MGI:1915528"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915528""}"
223,10090,ENSMUSG00000057375,Yipf1,NE,,"{""mgi_marker"":""MGI:1915532"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915532""}"
223,10090,ENSMUSG00000036411,9530077C05Rik,NE,,"{""mgi_marker"":""MGI:1915533"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915533""}"
223,10090,ENSMUSG00000001082,Mfsd10,NE,,"{""mgi_marker"":""MGI:1915544"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915544""}"
223,10090,ENSMUSG00000017288,Vps53,E,,"{""mgi_marker"":""MGI:1915549"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915549""}"
223,10090,ENSMUSG00000029185,Fam114a1,NE,,"{""mgi_marker"":""MGI:1915553"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915553""}"
223,10090,ENSMUSG00000079508,Apoo,NE,,"{""mgi_marker"":""MGI:1915566"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915566""}"
223,10090,ENSMUSG00000053040,Aph1c,NE,,"{""mgi_marker"":""MGI:1915568"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915568""}"
223,10090,ENSMUSG00000074211,Sdhaf1,NE,,"{""mgi_marker"":""MGI:1915582"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915582""}"
223,10090,ENSMUSG00000006356,Crip2,NE,,"{""mgi_marker"":""MGI:1915587"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915587""}"
223,10090,ENSMUSG00000021182,Ccdc88c,NE,,"{""mgi_marker"":""MGI:1915589"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915589""}"
223,10090,ENSMUSG00000046082,Tmem174,NE,,"{""mgi_marker"":""MGI:1915594"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915594""}"
223,10090,ENSMUSG00000054021,Sirt5,NE,,"{""mgi_marker"":""MGI:1915596"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915596""}"
223,10090,ENSMUSG00000025731,Mettl26,NE,,"{""mgi_marker"":""MGI:1915597"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915597""}"
223,10090,ENSMUSG00000021081,Serpina1f,NE,,"{""mgi_marker"":""MGI:1915598"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915598""}"
223,10090,ENSMUSG00000041241,Mul1,NE,,"{""mgi_marker"":""MGI:1915600"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915600""}"
223,10090,ENSMUSG00000020831,0610010K14Rik,E,,"{""mgi_marker"":""MGI:1915609"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915609""}"
223,10090,ENSMUSG00000019295,Tmem129,NE,,"{""mgi_marker"":""MGI:1915616"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915616""}"
223,10090,ENSMUSG00000112129,Pbld1,NE,,"{""mgi_marker"":""MGI:1915621"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915621""}"
223,10090,ENSMUSG00000026895,Ndufa8,E,,"{""mgi_marker"":""MGI:1915625"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915625""}"
223,10090,ENSMUSG00000073725,Lmbrd1,E,,"{""mgi_marker"":""MGI:1915671"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915671""}"
223,10090,ENSMUSG00000005986,Ankrd13d,NE,,"{""mgi_marker"":""MGI:1915673"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915673""}"
223,10090,ENSMUSG00000056486,Chn1,C,,"{""mgi_marker"":""MGI:1915674"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915674""}"
223,10090,ENSMUSG00000026389,Steap3,NE,,"{""mgi_marker"":""MGI:1915678"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915678""}"
223,10090,ENSMUSG00000025226,Fbxl15,NE,,"{""mgi_marker"":""MGI:1915681"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915681""}"
223,10090,ENSMUSG00000043067,Dpy19l1,E,,"{""mgi_marker"":""MGI:1915685"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915685""}"
223,10090,ENSMUSG00000033044,Dhrs7c,NE,,"{""mgi_marker"":""MGI:1915710"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915710""}"
223,10090,ENSMUSG00000026566,Mpzl1,NE,,"{""mgi_marker"":""MGI:1915731"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915731""}"
223,10090,ENSMUSG00000051550,Zfp579,NE,,"{""mgi_marker"":""MGI:1915740"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915740""}"
223,10090,ENSMUSG00000030351,Tspan11,NE,,"{""mgi_marker"":""MGI:1915748"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915748""}"
223,10090,ENSMUSG00000059586,Nsmce2,E,,"{""mgi_marker"":""MGI:1915751"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915751""}"
223,10090,ENSMUSG00000024797,Vps51,E,,"{""mgi_marker"":""MGI:1915755"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915755""}"
223,10090,ENSMUSG00000028988,Ctnnbip1,E,,"{""mgi_marker"":""MGI:1915756"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915756""}"
223,10090,ENSMUSG00000026458,Ppfia4,NE,,"{""mgi_marker"":""MGI:1915757"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915757""}"
223,10090,ENSMUSG00000020633,Dcdc2c,NE,,"{""mgi_marker"":""MGI:1915761"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915761""}"
223,10090,ENSMUSG00000021973,Micu2,NE,,"{""mgi_marker"":""MGI:1915764"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915764""}"
223,10090,ENSMUSG00000058070,Eml1,NE,,"{""mgi_marker"":""MGI:1915769"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915769""}"
223,10090,ENSMUSG00000021286,Zfyve21,NE,,"{""mgi_marker"":""MGI:1915770"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915770""}"
223,10090,ENSMUSG00000041762,Gpr155,NE,,"{""mgi_marker"":""MGI:1915776"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915776""}"
223,10090,ENSMUSG00000075420,Smim6,NE,,"{""mgi_marker"":""MGI:1915778"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915778""}"
223,10090,ENSMUSG00000073599,Ecscr,NE,,"{""mgi_marker"":""MGI:1915795"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915795""}"
223,10090,ENSMUSG00000032572,Col6a4,NE,,"{""mgi_marker"":""MGI:1915803"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915803""}"
223,10090,ENSMUSG00000042737,Dpm3,E,,"{""mgi_marker"":""MGI:1915813"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915813""}"
223,10090,ENSMUSG00000029161,Cgref1,NE,,"{""mgi_marker"":""MGI:1915817"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915817""}"
223,10090,ENSMUSG00000018858,Mrpl58,E,,"{""mgi_marker"":""MGI:1915822"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915822""}"
223,10090,ENSMUSG00000087260,Lamtor5,E,,"{""mgi_marker"":""MGI:1915826"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915826""}"
223,10090,ENSMUSG00000021248,Tmed10,E,,"{""mgi_marker"":""MGI:1915831"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915831""}"
223,10090,ENSMUSG00000020329,Polrmt,E,,"{""mgi_marker"":""MGI:1915843"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915843""}"
223,10090,ENSMUSG00000054405,Dnajc8,E,,"{""mgi_marker"":""MGI:1915848"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915848""}"
223,10090,ENSMUSG00000001403,Ube2c,E,,"{""mgi_marker"":""MGI:1915862"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915862""}"
223,10090,ENSMUSG00000029376,Mthfd2l,NE,,"{""mgi_marker"":""MGI:1915871"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915871""}"
223,10090,ENSMUSG00000008167,Fbxw9,C,,"{""mgi_marker"":""MGI:1915878"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915878""}"
223,10090,ENSMUSG00000046916,Myct1,NE,,"{""mgi_marker"":""MGI:1915882"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915882""}"
223,10090,ENSMUSG00000078681,Tm2d3,E,,"{""mgi_marker"":""MGI:1915884"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915884""}"
223,10090,ENSMUSG00000042210,Abhd14a,NE,,"{""mgi_marker"":""MGI:1915894"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915894""}"
223,10090,ENSMUSG00000022253,Nadk2,E,,"{""mgi_marker"":""MGI:1915896"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915896""}"
223,10090,ENSMUSG00000026819,Slc25a25,NE,,"{""mgi_marker"":""MGI:1915913"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915913""}"
223,10090,ENSMUSG00000042078,Svop,NE,,"{""mgi_marker"":""MGI:1915916"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915916""}"
223,10090,ENSMUSG00000074155,Klk5,NE,,"{""mgi_marker"":""MGI:1915918"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915918""}"
223,10090,ENSMUSG00000064138,Fam172a,NE,,"{""mgi_marker"":""MGI:1915925"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915925""}"
223,10090,ENSMUSG00000069255,Dusp22,NE,,"{""mgi_marker"":""MGI:1915926"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915926""}"
223,10090,ENSMUSG00000057193,Slc44a2,NE,,"{""mgi_marker"":""MGI:1915932"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915932""}"
223,10090,ENSMUSG00000030532,Hddc3,NE,,"{""mgi_marker"":""MGI:1915945"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915945""}"
223,10090,ENSMUSG00000028468,Rgp1,E,,"{""mgi_marker"":""MGI:1915956"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915956""}"
223,10090,ENSMUSG00000022621,Rabl2,NE,,"{""mgi_marker"":""MGI:1915958"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915958""}"
223,10090,ENSMUSG00000044006,Cilp2,NE,,"{""mgi_marker"":""MGI:1915959"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915959""}"
223,10090,ENSMUSG00000025491,Ifitm1,NE,,"{""mgi_marker"":""MGI:1915963"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915963""}"
223,10090,ENSMUSG00000037971,1110032A03Rik,NE,,"{""mgi_marker"":""MGI:1915971"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915971""}"
223,10090,ENSMUSG00000016833,Mrps18c,E,,"{""mgi_marker"":""MGI:1915985"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1915985""}"
223,10090,ENSMUSG00000068745,Mybphl,E,,"{""mgi_marker"":""MGI:1916003"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916003""}"
223,10090,ENSMUSG00000040532,Abhd11,NE,,"{""mgi_marker"":""MGI:1916008"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916008""}"
223,10090,ENSMUSG00000039987,Phtf2,NE,,"{""mgi_marker"":""MGI:1916020"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1916020""}"
