gene	essentiality	ncbi_id	ensembl
EFNB3	CSEGs	1949	ENSG00000108947
EFTUD2	CEGs	9343	ENSG00000108883
EGFR	CEGs	1956	ENSG00000146648
EHBP1	CSEGs	23301	ENSG00000115504
EID2B	CSEGs	126272	
EIF1AX	CEGs	1964	ENSG00000173674
EIF2AK3	CSEGs	9451	ENSG00000172071
EIF2B2	CEGs	8892	
EIF2B4	CEGs		ENSG00000115211
EIF2B5	CEGs	8893	ENSG00000145191
EIF2S1	CEGs	1965	ENSG00000134001
EIF2S2	CEGs	8894	ENSG00000125977
EIF2S3	CEGs	1968	ENSG00000130741
EIF3A	CEGs	8661	ENSG00000107581
EIF3B	CEGs	8662	ENSG00000106263
EIF3CL	CEGs	728689	ENSG00000205609
EIF3D	CEGs	8664	ENSG00000100353
EIF3F	CEGs	8665	ENSG00000175390
EIF3I	CEGs	8668	ENSG00000084623
EIF3M	CEGs	10480	ENSG00000149100
EIF4A2	CSEGs	1974	ENSG00000156976
EIF4A3	CEGs	9775	ENSG00000141543
EIF5	CEGs	1983	ENSG00000100664
EIF6	CEGs	3692	ENSG00000242372
ELF3	CSEGs	1999	ENSG00000163435
ELF4	CSEGs	2000	ENSG00000102034
ELL	CEGs	8178	ENSG00000105656
ELMOD1	CSEGs	55531	ENSG00000110675
ELMOD3	CSEGs	84173	ENSG00000115459
ELP4	CEGs	26610	ENSG00000109911
EMC10	CSEGs	284361	ENSG00000161671
EML1	CSEGs	2009	ENSG00000066629
EML4	CSEGs	27436	ENSG00000143924
EN1	CSEGs	2019	ENSG00000163064
ENC1	CSEGs	8507	ENSG00000171617
ENDOG	CSEGs	2021	ENSG00000167136
ENTPD1	CSEGs	953	ENSG00000138185
EPB41	CSEGs	2035	ENSG00000159023
EPB41L2	CSEGs	2037	ENSG00000079819
EPHA2	CSEGs	1969	ENSG00000142627
EPHB6	CSEGs	2051	ENSG00000106123
EPRS	CEGs	2058	ENSG00000136628
EPS15L1	CSEGs	58513	ENSG00000127527
ERBB4	CSEGs	2066	ENSG00000178568
ERCC3	CEGs	2071	ENSG00000163161
ERH	CEGs	2079	ENSG00000100632
ERI1	CSEGs	90459	ENSG00000104626
ERI2	CSEGs	112479	ENSG00000196678
ERMARD	CSEGs	55780	ENSG00000130023
ESM1	CSEGs	11082	ENSG00000164283
ESPL1	CEGs	9700	ENSG00000135476
ESPNP	CSEGs	284729	ENSG00000268869
ETF1	CEGs	2107	ENSG00000120705
EXOC3	CEGs	11336	ENSG00000180104
EXOC4	CSEGs	60412	ENSG00000131558
EXOG	CSEGs	9941	ENSG00000157036
EXOSC3	CEGs	51010	ENSG00000107371
EXOSC7	CEGs	23016	ENSG00000075914
EXT1	CSEGs	2131	ENSG00000182197
EXTL2	CSEGs	2135	ENSG00000162694
EXTL3	CSEGs	2137	ENSG00000012232
EYS	CSEGs	346007	ENSG00000188107
F11R	CSEGs	50848	ENSG00000158769
F12	CSEGs	2161	ENSG00000131187
F2R	CSEGs	2149	ENSG00000181104
FAAH2	CSEGs	158584	ENSG00000165591
FABP1	CSEGs	2168	ENSG00000163586
FABP4	CSEGs	2167	ENSG00000170323
FAHD2A	CSEGs	51011	ENSG00000115042
FAM120A	CSEGs	23196	ENSG00000048828
FAM162A	CSEGs	26355	ENSG00000114023
FAM166A	CSEGs	401565	ENSG00000188163
FAM169A	CSEGs	26049	ENSG00000198780
FAM171A2	CSEGs	284069	ENSG00000161682
FAM172A	CSEGs	83989	ENSG00000113391
FAM177A1	CSEGs	283635	ENSG00000151327
FAM200A	CSEGs	221786	ENSG00000221909
FAM216A	CSEGs	29902	ENSG00000204856
FAM220A	CSEGs	84792	ENSG00000178397
FAM32A	CEGs	26017	ENSG00000105058
FAM3D	CSEGs	131177	ENSG00000198643
FAM49B	CSEGs	51571	ENSG00000153310
FAM50B	CSEGs	26240	ENSG00000145945
FAM71B	CSEGs	153745	ENSG00000170613
FAM74A1	CSEGs	401507	ENSG00000215112
FAM76A	CSEGs	199870	ENSG00000009780
FAM83D	CSEGs	81610	ENSG00000101447
FAM86B1	CEGs	85002	ENSG00000186523
FAM89B	CSEGs	23625	ENSG00000176973
FANCA	CSEGs	2175	ENSG00000187741
FANCE	CSEGs	2178	ENSG00000112039
FANCF	CSEGs	2188	ENSG00000183161
FARSA	CEGs	2193	ENSG00000179115
FARSB	CEGs	10056	ENSG00000116120
FAS	CSEGs	355	ENSG00000026103
FAT1	CSEGs	2195	ENSG00000083857
FBLN7	CSEGs	129804	ENSG00000144152
FBRS	CSEGs	64319	ENSG00000156860
FBXL3	CSEGs	26224	ENSG00000005812
FBXO17	CSEGs	115290	
FBXO28	CSEGs	23219	ENSG00000143756
FBXO8	CSEGs	26269	ENSG00000164117
FCF1	CEGs	51077	ENSG00000119616
FCRLA	CSEGs	84824	ENSG00000132185
FERMT3	CSEGs	83706	ENSG00000149781
FETUB	CSEGs	26998	ENSG00000090512
FGD2	CSEGs	221472	ENSG00000146192
FGF10	CSEGs	2255	ENSG00000070193
FGF12	CSEGs	2257	ENSG00000114279
FGF21	CSEGs	26291	ENSG00000105550
FGF22	CSEGs	27006	ENSG00000070388
FGFBP3	CSEGs	143282	ENSG00000174721
FGFR4	CSEGs	2264	ENSG00000160867
FGGY	CSEGs	55277	ENSG00000172456
FGL1	CSEGs	2267	ENSG00000104760
FIG4	CSEGs	9896	ENSG00000112367
FIGN	CSEGs	55137	ENSG00000182263
FJX1	CSEGs	24147	ENSG00000179431
FKBP4	CSEGs	2288	ENSG00000004478
FKBPL	CSEGs	63943	ENSG00000204315
FKTN	CSEGs	2218	ENSG00000106692
FLAD1	CSEGs	80308	ENSG00000160688
FLRT1	CSEGs	23769	
FLVCR2	CSEGs	55640	ENSG00000119686
FLYWCH1	CSEGs	84256	ENSG00000059122
FMNL1	CSEGs	752	ENSG00000184922
FMNL2	CSEGs	114793	ENSG00000157827
FMO2	CSEGs	2327	ENSG00000094963
FMO9P	CSEGs	116123	ENSG00000215834
FMR1	CSEGs	2332	ENSG00000102081
FNDC3B	CSEGs	64778	ENSG00000075420
FNDC7	CSEGs	163479	ENSG00000143107
FNIP1	CSEGs	96459	ENSG00000217128
FOPNL	CSEGs	123811	ENSG00000133393
FOXA1	CEGs	3169	ENSG00000129514
FOXA2	CSEGs	3170	ENSG00000125798
FOXC2	CSEGs	2303	ENSG00000176692
FOXD4	CSEGs	2298	ENSG00000170122
FOXL2	CSEGs	668	ENSG00000183770
FOXN4	CSEGs	121643	ENSG00000139445
FOXR1	CSEGs	283150	ENSG00000176302
FPR1	CSEGs	2357	
FRMD7	CSEGs	90167	ENSG00000165694
FSD1	CSEGs	79187	
FSD1L	CSEGs	83856	ENSG00000106701
FSHR	CSEGs	2492	ENSG00000170820
FST	CSEGs	10468	ENSG00000134363
FTH1P3	CSEGs	2498	ENSG00000213453
FTL	CSEGs	2512	ENSG00000087086
FUT6	CSEGs	2528	ENSG00000156413
FXYD5	CSEGs	53827	ENSG00000089327
FZD5	CSEGs	7855	ENSG00000163251
FZD6	CSEGs	8323	ENSG00000164930
FZD7	CSEGs	8324	ENSG00000155760
FZD9	CSEGs	8326	ENSG00000188763
GAB4	CSEGs	128954	ENSG00000215568
GABRA3	CSEGs	2556	ENSG00000011677
GABRA4	CSEGs	2557	ENSG00000109158
GABRA5	CSEGs	2558	ENSG00000186297
GABRB3	CSEGs	2562	ENSG00000166206
GADD45G	CSEGs	10912	ENSG00000130222
GADD45GIP1	CSEGs	90480	ENSG00000179271
GALNT12	CSEGs	79695	ENSG00000119514
GALNT14	CSEGs	79623	ENSG00000158089
GALNT15	CSEGs	117248	ENSG00000131386
GALNT18	CSEGs	374378	ENSG00000110328
GALNTL5	CSEGs	168391	ENSG00000106648
GALR1	CSEGs	2587	ENSG00000166573
GALR3	CSEGs	8484	ENSG00000128310
GAPT	CSEGs	202309	ENSG00000175857
GAPVD1	CSEGs	26130	ENSG00000165219
GBA3	CSEGs	57733	ENSG00000249948
GBE1	CSEGs	2632	ENSG00000114480
GBF1	CEGs	8729	ENSG00000107862
GC	CSEGs	2638	ENSG00000145321
GCA	CSEGs	25801	ENSG00000115271
GCAT	CSEGs	23464	ENSG00000100116
GCGR	CSEGs	2642	ENSG00000215644
GCH1	CSEGs	2643	ENSG00000131979
GCLM	CSEGs	2730	ENSG00000023909
GCM1	CSEGs	8521	ENSG00000137270
GCOM1	CSEGs	145781	ENSG00000137878
GCSAML	CSEGs	148823	ENSG00000169224
GEMIN5	CEGs	25929	ENSG00000082516
GGA3	CSEGs	23163	ENSG00000125447
GGNBP2	CSEGs	79893	ENSG00000278311
GGPS1	CEGs	9453	ENSG00000152904
GHITM	CSEGs	27069	ENSG00000165678
GID8	CSEGs	54994	ENSG00000101193
GIGYF2	CSEGs	26058	ENSG00000204120
GIMAP2	CSEGs	26157	ENSG00000106560
GIN1	CSEGs	54826	ENSG00000145723
GINS1	CEGs	9837	ENSG00000101003
GINS2	CEGs	51659	ENSG00000131153
GINS3	CEGs	64785	ENSG00000181938
GINS4	CEGs	84296	ENSG00000147536
GIPC3	CSEGs	126326	
GJA10	CSEGs	84694	ENSG00000135355
GJC3	CSEGs	349149	ENSG00000176402
GJD3	CSEGs	125111	ENSG00000183153
GJD4	CSEGs	219770	ENSG00000177291
GKN2	CSEGs	200504	ENSG00000183607
GLI1	CSEGs	2735	ENSG00000111087
GLI2	CSEGs	2736	ENSG00000074047
GLIPR1L2	CSEGs	144321	ENSG00000180481
GLIPR2	CSEGs	152007	ENSG00000122694
GLIS1	CSEGs	148979	ENSG00000174332
GLOD5	CSEGs	392465	ENSG00000171433
GLS2	CSEGs	27165	ENSG00000135423
GLT8D1	CSEGs	55830	ENSG00000016864
GLTP	CSEGs	51228	ENSG00000139433
GMDS	CSEGs	2762	ENSG00000112699
GNA12	CSEGs	2768	ENSG00000146535
GNAI1	CSEGs	2770	ENSG00000127955
GNAQ	CSEGs	2776	ENSG00000156052
GNE	CSEGs	10020	ENSG00000159921
GNG4	CSEGs	2786	ENSG00000168243
GNL3	CEGs	26354	ENSG00000163938
GNLY	CSEGs	10578	ENSG00000115523
GNMT	CSEGs	27232	ENSG00000124713
GNPNAT1	CSEGs		ENSG00000100522
GNPTG	CSEGs	84572	ENSG00000090581
GNRH1	CSEGs	2796	ENSG00000147437
GOLPH3	CSEGs	64083	ENSG00000113384
GOLT1A	CSEGs	127845	ENSG00000174567
GOT1	CSEGs	2805	ENSG00000120053
GPATCH4	CSEGs	54865	ENSG00000160818
GPC2	CSEGs	221914	ENSG00000213420
GPD1L	CSEGs	23171	ENSG00000152642
GPKOW	CEGs	27238	ENSG00000068394
GPN1	CEGs	11321	ENSG00000198522
GPN2	CEGs	54707	ENSG00000142751
GPR108	CSEGs	56927	ENSG00000125734
GPR132	CSEGs	29933	ENSG00000183484
GPR135	CSEGs	64582	ENSG00000181619
GPR152	CSEGs	390212	ENSG00000175514
GPR161	CSEGs	23432	ENSG00000143147
GPR174	CSEGs	84636	ENSG00000147138
GPR179	CSEGs	440435	ENSG00000277399
GPR180	CSEGs	160897	ENSG00000152749
GPR183	CSEGs	1880	ENSG00000169508
GPR22	CSEGs	2845	ENSG00000172209
GPR25	CSEGs	2848	ENSG00000170128
GPR39	CSEGs	2863	ENSG00000183840
GPR50	CSEGs	9248	ENSG00000102195
GPX2	CSEGs	2877	ENSG00000176153
GRB7	CSEGs	2886	ENSG00000141738
GRIK5	CSEGs	2901	ENSG00000105737
GRK5	CSEGs	2869	ENSG00000198873
GRPEL1	CEGs	80273	ENSG00000109519
GSDMB	CSEGs	55876	ENSG00000073605
GSDMC	CSEGs	56169	ENSG00000147697
GSPT2	CSEGs	23708	ENSG00000189369
GSTA1	CSEGs	2938	ENSG00000243955
GSTA2	CSEGs	2939	ENSG00000244067
GSTCD	CSEGs	79807	ENSG00000138780
GSTM2	CSEGs	2946	ENSG00000213366
GTF2A1	CEGs	2957	ENSG00000165417
GTF2B	CEGs	2959	ENSG00000137947
GTF2E1	CEGs	2960	ENSG00000153767
GTF2H1	CEGs	2965	ENSG00000110768
GTF3C1	CEGs	2975	ENSG00000077235
GTPBP4	CEGs	23560	ENSG00000107937
GTPBP8	CSEGs	29083	ENSG00000163607
GUCA1C	CSEGs	9626	ENSG00000138472
GUCD1	CSEGs	83606	ENSG00000138867
GULP1	CSEGs	51454	ENSG00000144366
GZF1	CSEGs	64412	ENSG00000125812
H1FOO	CSEGs	132243	ENSG00000178804
H2AFB3	CSEGs	83740	ENSG00000277745
H2AFY	CSEGs	9555	ENSG00000113648
H2AFY2	CSEGs	55506	ENSG00000099284
HADH	CSEGs	3033	ENSG00000138796
HAL	CSEGs	3034	ENSG00000084110
HAP1	CSEGs	9001	ENSG00000173805
HAUS1	CEGs	115106	ENSG00000152240
HAUS3	CEGs	79441	ENSG00000214367
HAUS4	CEGs	54930	ENSG00000092036
HAUS5	CEGs	23354	ENSG00000249115
HAUS6	CEGs	54801	ENSG00000147874
HAUS7	CEGs	55559	ENSG00000213397
HBA1	CSEGs	3039	ENSG00000206172
HBA2	CSEGs	3040	ENSG00000188536
HBE1	CSEGs	3046	ENSG00000213931
HCAR1	CSEGs	27198	ENSG00000196917
HCFC1	CEGs	3054	ENSG00000172534
HCFC1R1	CSEGs	54985	
HCG27	CSEGs	253018	ENSG00000206344
HCN4	CSEGs	10021	ENSG00000138622
HDAC5	CSEGs	10014	ENSG00000108840
HDAC6	CSEGs	10013	ENSG00000094631
HDAC7	CSEGs	51564	ENSG00000061273
HEATR1	CEGs	55127	ENSG00000119285
HECW1	CSEGs	23072	ENSG00000002746
HELT	CSEGs	391723	ENSG00000187821
HEMGN	CSEGs	55363	ENSG00000136929
HES6	CSEGs	55502	ENSG00000144485
HEXB	CSEGs	3074	ENSG00000049860
HGF	CSEGs	3082	ENSG00000019991
HIBCH	CSEGs	26275	ENSG00000198130
HIF3A	CSEGs	64344	ENSG00000124440
HIST1H2AJ	CEGs	8331	ENSG00000276368
HIST1H2BB	CEGs	3018	ENSG00000276410
HIST1H2BC	CEGs	8347	ENSG00000180596
HIST1H2BE	CEGs	8344	ENSG00000274290
HIST1H2BF	CEGs	8343	ENSG00000277224
HIST1H2BH	CEGs	8345	ENSG00000275713
HIST1H2BM	CSEGs	8342	ENSG00000273703
HIST1H2BO	CSEGs	8348	ENSG00000274641
HIST1H3A	CSEGs	8350	ENSG00000275714
HIST1H3B	CSEGs	8358	ENSG00000274267
HIST1H4I	CSEGs	8294	ENSG00000276180
HIST2H2BA	CSEGs	337875	ENSG00000223345
HJURP	CEGs	55355	ENSG00000123485
HK1	CSEGs	3098	ENSG00000156515
HMCES	CSEGs	56941	ENSG00000183624
HMCN2	CSEGs	256158	ENSG00000148357
HMGB3	CSEGs	3149	ENSG00000029993
HMGB4	CSEGs	127540	ENSG00000176256
HMGCS1	CEGs	3157	ENSG00000112972
HMGN4	CSEGs	10473	ENSG00000182952
HNF1B	CEGs	6928	ENSG00000275410
HNRNPC	CEGs	3183	ENSG00000092199
HNRNPCL1	CSEGs	343069	ENSG00000179172
HNRNPK	CEGs	3190	ENSG00000165119
HNRNPL	CEGs	3191	ENSG00000104824
HNRNPUL1	CSEGs	11100	ENSG00000105323
HORMAD2	CSEGs	150280	ENSG00000176635
HOXB9	CSEGs	3219	ENSG00000170689
HOXD9	CSEGs	3235	ENSG00000128709
HPCA	CSEGs	3208	ENSG00000121905
HS2ST1	CSEGs	9653	ENSG00000153936
HSD17B4	CSEGs	3295	ENSG00000133835
HSD17B7P2	CSEGs	158160	ENSG00000099251
HSF5	CSEGs	124535	ENSG00000176160
HSPA9	CEGs	3313	ENSG00000113013
HSPE1	CEGs	3336	ENSG00000115541
HYLS1	CSEGs	219844	ENSG00000198331
ICAM2	CSEGs	3384	ENSG00000108622
ICOS	CSEGs	29851	ENSG00000163600
ID1	CSEGs	3397	ENSG00000125968
ID3	CSEGs	3399	ENSG00000117318
IER3	CSEGs	8870	ENSG00000137331
IFI30	CSEGs	10437	ENSG00000216490
IFI44L	CSEGs	10964	ENSG00000137959
IFNAR1	CSEGs	3454	ENSG00000142166
IFNE	CSEGs	338376	ENSG00000184995
IFNL3	CSEGs	282617	ENSG00000197110
IFRD1	CSEGs	3475	ENSG00000006652
IFRD2	CSEGs	7866	ENSG00000214706
IFT46	CSEGs	56912	ENSG00000118096
IFT52	CSEGs	51098	ENSG00000101052
IFT57	CSEGs	55081	ENSG00000114446
IFT74	CSEGs	80173	ENSG00000096872
IGBP1	CEGs	3476	ENSG00000089289
IGF1R	CEGs	3480	ENSG00000140443
IGF2BP2	CSEGs	10644	ENSG00000073792
IGFBP4	CSEGs	3487	ENSG00000141753
IGFBP7	CSEGs	3490	ENSG00000163453
IGFN1	CSEGs	91156	ENSG00000163395
IGHMBP2	CSEGs	3508	ENSG00000132740
IGIP	CSEGs	492311	ENSG00000182700
IGSF9	CSEGs	57549	ENSG00000085552
IL17A	CSEGs	3605	ENSG00000112115
IL1F10	CSEGs	84639	ENSG00000136697
IL32	CSEGs	9235	ENSG00000008517
IL4R	CSEGs	3566	ENSG00000077238
ILDR1	CSEGs	286676	ENSG00000145103
ILDR2	CSEGs	387597	ENSG00000143195
IMMP1L	CSEGs	196294	ENSG00000148950
IMP3	CEGs	55272	ENSG00000177971
INCENP	CEGs	3619	ENSG00000149503
INHBB	CSEGs	3625	ENSG00000163083
INSL5	CSEGs	10022	ENSG00000172410
INSM1	CSEGs	3642	ENSG00000173404
INSR	CSEGs	3643	ENSG00000171105
INTS2	CEGs	57508	
INTS4	CEGs	92105	ENSG00000149262
INTS9	CEGs	55756	ENSG00000104299
IP6K3	CSEGs	117283	ENSG00000161896
IPCEF1	CSEGs	26034	ENSG00000074706
IPO13	CEGs	9670	ENSG00000117408
IRF1	CSEGs	3659	ENSG00000125347
IRF2BP1	CSEGs	26145	
IRS4	CSEGs	8471	ENSG00000133124
IRX5	CSEGs	10265	ENSG00000176842
ISCU	CEGs	23479	ENSG00000136003
ISG20L2	CEGs	81875	ENSG00000143319
ISL2	CSEGs	64843	ENSG00000159556
ITGA9	CSEGs	3680	ENSG00000144668
ITGAV	CEGs	3685	ENSG00000138448
ITGB3BP	CSEGs	23421	ENSG00000142856
ITSN1	CSEGs	6453	ENSG00000205726
ITSN2	CSEGs	50618	ENSG00000198399
JAK3	CSEGs	3718	ENSG00000105639
JAM3	CSEGs	83700	ENSG00000166086
JARID2	CSEGs	3720	ENSG00000008083
JPH3	CSEGs	57338	ENSG00000154118
JUND	CSEGs	3727	ENSG00000130522
KANSL2	CEGs	54934	ENSG00000139620
KAT6B	CSEGs	23522	ENSG00000156650
KAT8	CEGs	84148	ENSG00000103510
KAZN	CSEGs	23254	ENSG00000189337
KBTBD8	CSEGs	84541	ENSG00000163376
KCNA10	CSEGs	3744	ENSG00000143105
KCNA7	CSEGs	3743	ENSG00000104848
KCNE1	CSEGs	3753	ENSG00000180509
KCNE3	CSEGs	10008	
KCNF1	CSEGs	3754	ENSG00000162975
KCNH7	CSEGs	90134	ENSG00000184611
KCNIP2	CSEGs	30819	ENSG00000120049
KCNJ15	CSEGs	3772	ENSG00000157551
KCNK15	CSEGs	60598	ENSG00000124249
KCNK16	CSEGs	83795	ENSG00000095981
KCNK2	CSEGs	3776	ENSG00000082482
KCTD6	CSEGs	200845	ENSG00000168301
KDM5A	CSEGs	5927	ENSG00000073614
KDM6A	CSEGs	7403	ENSG00000147050
KIAA0232	CSEGs	9778	ENSG00000170871
KIAA0408	CSEGs	9729	ENSG00000189367
KIAA1522	CSEGs	57648	ENSG00000162522
KIAA1614	CSEGs	57710	ENSG00000135835
KIAA1841	CSEGs	84542	ENSG00000162929
KIAA2026	CSEGs	158358	ENSG00000183354
KIF11	CEGs	3832	ENSG00000138160
KIF15	CSEGs	56992	ENSG00000163808
KIF1B	CSEGs	23095	ENSG00000054523
KIF21A	CSEGs	55605	ENSG00000139116
KIF23	CEGs	9493	
KIF27	CSEGs	55582	ENSG00000165115
KIF3C	CSEGs	3797	ENSG00000084731
KIF5B	CSEGs	3799	ENSG00000170759
KIN	CEGs	22944	ENSG00000151657
KLF10	CSEGs	7071	ENSG00000155090
KLF12	CSEGs	11278	ENSG00000118922
KLF6	CSEGs	1316	ENSG00000067082
KLHL31	CSEGs	401265	ENSG00000124743
KLHL41	CSEGs	10324	ENSG00000239474
KLK14	CSEGs	43847	ENSG00000129437
KLK15	CSEGs	55554	ENSG00000174562
KLK6	CSEGs	5653	
KLRC2	CSEGs	3822	
KPNA1	CSEGs	3836	ENSG00000114030
KPNB1	CEGs	3837	ENSG00000108424
KPTN	CSEGs	11133	ENSG00000118162
KREMEN1	CSEGs		ENSG00000183762
KRIT1	CSEGs	889	ENSG00000001631
KRT18	CSEGs	3875	ENSG00000111057
KRT222	CSEGs	125113	ENSG00000213424
KRT74	CSEGs	121391	ENSG00000170484
KSR1	CSEGs	8844	ENSG00000141068
KTN1	CSEGs		ENSG00000126777
KXD1	CSEGs	79036	ENSG00000105700
L3MBTL2	CSEGs	83746	ENSG00000100395
LAD1	CSEGs	3898	ENSG00000159166
LAMA2	CSEGs	3908	ENSG00000196569
LAMB4	CSEGs	22798	ENSG00000091128
LAMP3	CSEGs	27074	ENSG00000078081
LAMTOR4	CSEGs	389541	ENSG00000188186
LAS1L	CEGs	81887	ENSG00000001497
LCE1A	CEGs	353131	ENSG00000186844
LCE1E	CEGs	353135	ENSG00000186226
LCE1F	CEGs	353137	ENSG00000240386
LCNL1	CSEGs	401562	ENSG00000214402
LCP1	CSEGs	3936	ENSG00000136167
LDB2	CSEGs	9079	ENSG00000169744
LDHD	CSEGs	197257	ENSG00000166816
LDLRAP1	CSEGs	26119	ENSG00000157978
LDOC1	CSEGs	23641	ENSG00000182195
LELP1	CSEGs	149018	ENSG00000203784
LFNG	CSEGs	3955	ENSG00000106003
LGALS4	CSEGs	3960	ENSG00000171747
LHX2	CSEGs	9355	ENSG00000106689
LILRB2	CSEGs		ENSG00000131042
LIN28A	CSEGs	79727	ENSG00000131914
LIN52	CEGs	91750	ENSG00000205659
LIN7B	CSEGs	64130	ENSG00000104863
LIN7C	CSEGs	55327	
LINC00173	CSEGs	100287569	ENSG00000196668
LINC00311	CSEGs	197196	ENSG00000179219
LINC00909	CSEGs	400657	ENSG00000264247
LMO2	CSEGs	4005	ENSG00000135363
LMX1A	CSEGs	4009	ENSG00000162761
LONP2	CSEGs	83752	ENSG00000102910
LPAR5	CSEGs	57121	ENSG00000184574
LPCAT3	CSEGs	10162	ENSG00000111684
LPIN1	CSEGs	23175	ENSG00000134324
LPO	CSEGs	4025	ENSG00000167419
LRIG3	CSEGs	121227	ENSG00000139263
LRP6	CSEGs	4040	ENSG00000070018
LRPAP1	CSEGs	4043	ENSG00000163956
LRRC1	CSEGs	55227	ENSG00000137269
LRRC15	CSEGs	131578	ENSG00000172061
LRRC29	CSEGs	26231	ENSG00000125122
LRRC59	CSEGs	55379	ENSG00000108829
LRRC6	CSEGs	23639	ENSG00000129295
LRRC72	CSEGs	100506049	ENSG00000205858
LRRK2	CSEGs	120892	ENSG00000188906
LRTM1	CSEGs	57408	ENSG00000144771
LSM2	CEGs	57819	ENSG00000204392
LSM3	CEGs	27258	ENSG00000170860
LSM4	CEGs	25804	
LSM5	CEGs		ENSG00000106355
LSM6	CEGs	11157	ENSG00000164167
LSM7	CEGs	51690	ENSG00000130332
LSMEM1	CSEGs	286006	ENSG00000181016
LST1	CSEGs	7940	ENSG00000204482
LTA4H	CSEGs	4048	ENSG00000111144
LTBP3	CSEGs	4054	ENSG00000168056
LTV1	CEGs	84946	ENSG00000135521
LUC7L3	CEGs	51747	ENSG00000108848
LY6G6C	CSEGs	80740	ENSG00000204421
LYPD6B	CSEGs	130576	ENSG00000150556
LYRM2	CSEGs	57226	ENSG00000083099
LYRM4	CEGs	57128	ENSG00000214113
LYZL2	CSEGs	119180	ENSG00000151033
M6PR	CSEGs	4074	ENSG00000003056
MAD1L1	CSEGs	8379	ENSG00000002822
MAD2L1	CEGs	4085	ENSG00000164109
MAFB	CSEGs	9935	ENSG00000204103
MAGEA1	CSEGs	4100	ENSG00000198681
MAGEA12	CSEGs	4111	ENSG00000213401
MAGEA2B	CSEGs	266740	ENSG00000183305
MAGEB1	CSEGs	4112	ENSG00000214107
MAGEB3	CSEGs	4114	ENSG00000198798
MAGEC2	CSEGs	51438	ENSG00000046774
MAGEH1	CSEGs	28986	ENSG00000187601
MAGI2	CSEGs	9863	ENSG00000187391
MAGI3	CSEGs	260425	ENSG00000081026
MAGIX	CSEGs	79917	ENSG00000269313
MAK16	CEGs	84549	ENSG00000198042
MAN2A1	CSEGs	4124	ENSG00000112893
MAN2B1	CSEGs	4125	ENSG00000104774
MANSC1	CSEGs	54682	
MAP1LC3C	CSEGs	440738	ENSG00000197769
MAP2K5	CSEGs	5607	ENSG00000137764
MAP2K6	CSEGs	5608	ENSG00000108984
MAP3K9	CSEGs	4293	ENSG00000006432
MAPK14	CSEGs	1432	ENSG00000112062
MAPK1IP1L	CSEGs	93487	ENSG00000168175
MAPK4	CSEGs	5596	ENSG00000141639
MAPK6	CSEGs	5597	ENSG00000069956
MAPK7	CSEGs	5598	ENSG00000166484
MAPK9	CSEGs	5601	ENSG00000050748
MAPKAP1	CSEGs	79109	ENSG00000119487
MAPKAPK5	CSEGs	8550	ENSG00000089022
MARC2	CSEGs	54996	ENSG00000117791
MARK4	CSEGs	57787	ENSG00000007047
MAST4	CSEGs	375449	ENSG00000069020
MASTL	CEGs	84930	ENSG00000120539
MAT2A	CEGs	4144	ENSG00000168906
MATN2	CSEGs	4147	ENSG00000132561
MAZ	CSEGs	4150	ENSG00000103495
MBNL2	CSEGs	10150	ENSG00000139793
MBNL3	CSEGs	55796	ENSG00000076770
MC5R	CSEGs	4161	ENSG00000176136
MCAT	CSEGs	27349	ENSG00000100294
MCM2	CEGs	4171	ENSG00000073111
MCM3AP	CEGs	8888	ENSG00000160294
MCM5	CEGs	4174	ENSG00000100297
MCM6	CEGs	4175	ENSG00000076003
MCM7	CEGs	4176	ENSG00000166508
MCOLN3	CSEGs	55283	ENSG00000055732
MCTP2	CSEGs	55784	
MDFIC	CSEGs	29969	ENSG00000135272
MDGA1	CSEGs	266727	ENSG00000112139
MDH2	CSEGs	4191	ENSG00000146701
MDN1	CEGs	23195	ENSG00000112159
ME1	CSEGs	4199	ENSG00000065833
MED11	CEGs	400569	
MED20	CEGs	9477	ENSG00000124641
MED22	CEGs	6837	ENSG00000148297
MED27	CEGs	9442	ENSG00000160563
MED28	CEGs	80306	ENSG00000118579
MED30	CEGs	90390	ENSG00000164758
MED31	CEGs	51003	ENSG00000108590
MED4	CEGs	29079	ENSG00000136146
MED6	CEGs	10001	ENSG00000133997
MEF2C	CSEGs	4208	ENSG00000081189
MEPCE	CEGs	56257	ENSG00000146834
MESP2	CSEGs	145873	
METTL1	CSEGs	4234	ENSG00000037897
METTL2A	CSEGs	339175	ENSG00000087995
METTL2B	CSEGs	55798	ENSG00000165055
METTL5	CSEGs	29081	ENSG00000138382
METTL7A	CSEGs	25840	ENSG00000185432
METTL9	CSEGs	51108	ENSG00000197006
MFAP1	CEGs	4236	ENSG00000140259
MFSD12	CSEGs	126321	ENSG00000161091
MFSD5	CSEGs	84975	ENSG00000182544
MGAM	CSEGs	8972	ENSG00000257335
MGAT1	CSEGs	4245	ENSG00000131446
MGAT5	CSEGs	4249	ENSG00000152127
MIB2	CSEGs	142678	ENSG00000197530
MICA	CSEGs	100507436	ENSG00000204520
MICAL3	CSEGs	57553	ENSG00000243156
MIEF1	CSEGs	54471	ENSG00000100335
MIEN1	CSEGs	84299	ENSG00000141741
MIER2	CSEGs	54531	ENSG00000105556
MIF	CSEGs	4282	ENSG00000240972
